Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,399,409,455,404,484,464,533,491,614,559,679,605,722
  └─ YOY Sales Growth %,5.80%,5.12%,13.71%,-3.82%,21.48%,13.52%,17.01%,21.56%,26.67%,20.44%,27.39%,23.18%,17.60%
Expenses,367,354,366,314,393,370,423,378,481,427,497,453,541
  └─ Material Cost %,61%,62%,59%,53%,57%,56%,55%,49%,56%,49%,49%,50%,56%
  └─ Employee Cost %,5%,4%,4%,5%,4%,4%,4%,4%,4%,5%,4%,5%,3%
Operating Profit,32,55,89,90,91,94,110,113,133,132,182,151,180
OPM %,8%,13%,20%,22%,19%,20%,21%,23%,22%,24%,27%,25%,25%
Other Income,3,6,7,6,8,3,4,2,15,9,0,7,4
  └─ Other income normal,3.16,6.11,6.99,5.62,7.58,2.70,4.47,2.19,14.82,8.99,0.11,6.51,4.18
Interest,23,24,25,24,25,22,22,22,23,24,21,19,18
Depreciation,31,31,31,32,30,32,32,32,35,36,36,36,36
Profit before tax,-19,6,40,39,44,43,61,61,90,81,125,104,130
Tax %,-21%,30%,25%,26%,28%,27%,26%,27%,29%,29%,28%,28%,27%
Net Profit,-15,5,30,29,32,31,45,44,64,58,90,75,94
  └─ Minority share,1,0,0,-0,-1,-0,-0,-0,3,4,4,3,-0
  └─ Profit excl Excep,-15,5,30,29,32,31,45,44,64,58,90,75,94
  └─ Profit for PE,-14,5,31,29,31,31,45,44,67,62,94,78,94
  └─ Profit for EPS,-14,5,31,29,31,31,45,44,67,62,94,78,94
  └─ YOY Profit Growth %,-165%,-79%,286%,410%,327%,579%,46%,55%,114%,97%,110%,76%,41%
EPS in Rs,-3.50,1.18,7.80,7.36,7.93,8.02,11.42,11.37,17.01,15.84,24.02,19.95,23.96
Raw PDF,,,,,,,,,,,,,
