Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,97.44,90.16,98.73,76.14,70.25,60.68,95.19,75.26,91.58,76.18,105.05,76.42,82.87
  └─ YOY Sales Growth %,,,8.33%,-19.67%,-27.90%,-32.70%,-3.59%,-1.16%,30.36%,25.54%,10.36%,1.54%,-9.51%
Expenses,97.51,90.41,93.13,73.64,70.56,52.93,85.33,67.99,82.61,67.17,91.69,67.19,80.41
  └─ Material Cost %,69%,68%,64%,55%,57%,38%,58%,54%,50%,36%,54%,46%,50%
  └─ Employee Cost %,11%,13%,13%,15%,16%,23%,14%,17%,17%,23%,14%,19%,18%
Operating Profit,-0.07,-0.25,5.60,2.50,-0.31,7.75,9.86,7.27,8.97,9.01,13.36,9.23,2.46
OPM %,-0.07%,-0.28%,5.67%,3.28%,-0.44%,12.77%,10.36%,9.66%,9.79%,11.83%,12.72%,12.08%,2.97%
Other Income,15.50,0.51,0.47,0.28,3.64,0.27,0.52,0.18,1.12,0.39,0.78,0.26,4.25
  └─ Other income normal,15.50,0.51,0.47,0.28,3.64,0.27,0.52,0.18,1.12,0.39,0.78,0.26,4.25
Interest,2.49,2.91,2.94,3.05,2.51,2.50,3.09,2.57,3.69,2.89,3.38,3.13,2.37
Depreciation,3.63,3.71,3.53,3.87,3.72,3.65,3.61,3.55,3.54,3.63,3.71,3.73,3.42
Profit before tax,9.31,-6.36,-0.40,-4.14,-2.90,1.87,3.68,1.33,2.86,2.88,7.05,2.63,0.92
Tax %,32.33%,-7.23%,545.00%,78.99%,-276.90%,27.81%,24.73%,-33.08%,-115.73%,14.93%,17.45%,38.02%,66.30%
Net Profit,6.29,-5.90,-2.59,-7.41,5.13,1.36,2.77,1.77,6.17,2.46,5.82,1.63,0.31
  └─ Profit excl Excep,6,-6,-3,-7,5,1,3,2,6,2,6,2,0
  └─ Profit for PE,6,-6,-3,-7,5,1,3,2,6,2,6,2,0
  └─ Profit for EPS,6,-6,-3,-7,5,1,3,2,6,2,6,2,0
  └─ YOY Profit Growth %,,,39%,21%,-18%,123%,207%,124%,20%,81%,110%,-8%,-95%
EPS in Rs,4.85,-4.55,-2.00,-5.72,3.96,1.05,2.14,1.37,4.76,1.90,4.49,1.26,0.24
Raw PDF,,,,,,,,,,,,,
