Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2154,2184,2509,2411,2575,2536,2873,2490,2646,2261,2441,2262,2435
  └─ YOY Sales Growth %,-3.29%,11.59%,18.72%,28.98%,19.56%,16.14%,14.51%,3.27%,2.74%,-10.88%,-15.04%,-9.13%,-7.95%
Expenses,1875,1874,2151,2072,2217,2195,2515,2209,2330,2035,2288,2102,2186
  └─ Material Cost %,55%,53%,54%,51%,54%,54%,55%,53%,53%,52%,56%,54%,52%
  └─ Employee Cost %,9%,10%,10%,11%,11%,11%,10%,11%,11%,13%,12%,13%,11%
Operating Profit,278,310,358,339,359,342,358,280,316,225,153,160,249
OPM %,13%,14%,14%,14%,14%,13%,12%,11%,12%,10%,6%,7%,10%
Other Income,42,31,33,43,42,52,63,38,2,29,15,-5,16
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.97,0.00
  └─ Other income normal,41.57,30.81,33.49,43.10,41.53,52.01,63.10,38.49,2.26,28.90,14.75,14.44,15.77
Interest,33,26,34,42,52,43,55,62,57,42,43,39,37
Depreciation,114,99,98,100,96,97,86,98,93,88,101,102,103
Profit before tax,173,216,259,240,252,253,280,158,168,124,24,14,125
Tax %,26%,25%,23%,25%,48%,27%,28%,22%,21%,28%,38%,82%,15%
Net Profit,129,163,200,179,131,186,202,123,133,89,15,3,106
  └─ Minority share,-4,-1,-4,-2,15,-0,-1,-2,-1,-2,-2,-2,-2
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-7,0
  └─ Profit excl Excep,129,163,200,179,131,186,202,123,133,89,15,10,106
  └─ Profit for PE,125,162,197,177,146,186,201,121,132,88,13,1,104
  └─ Profit for EPS,125,162,197,177,146,186,201,121,132,88,13,0,104
  └─ YOY Profit Growth %,140%,622%,2169%,317%,16%,15%,2%,-32%,-10%,-53%,-94%,-99%,-21%
EPS in Rs,1.25,1.66,2.02,1.82,1.50,1.91,2.10,1.26,1.37,0.91,0.14,0.00,1.08
Raw PDF,,,,,,,,,,,,,
