Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,78,76,72,72,79,77,77,82,89,87,89,95,105
  └─ YOY Sales Growth %,16.88%,3.27%,15.71%,3.26%,0.76%,1.92%,7.29%,14.14%,13.47%,12.87%,15.11%,15.50%,17.60%
Expenses,65,61,58,61,66,64,64,66,73,73,78,80,89
  └─ Material Cost %,46.61%,42.25%,44.09%,46.44%,44.13%,44.72%,45.73%,43.32%,42.42%,46.81%,48.54%,49.30%,46.00%
  └─ Employee Cost %,11.84%,13.04%,13.46%,13.68%,12.43%,13.36%,13.23%,12.93%,12.19%,13.47%,13.12%,12.18%,11.39%
Operating Profit,13,15,14,11,12,14,13,16,16,14,11,15,16
OPM %,16%,19%,19%,15%,16%,18%,17%,20%,18%,16%,12%,16%,16%
Other Income,0,0,1,0,0,0,0,0,-4,0,0,-3,0
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.75,0.00,0.00,-2.91,0.00
  └─ Other income normal,0.24,0.06,0.64,0.01,0.22,0.05,0.17,0.02,8.81,0.00,0.00,0.00,0.41
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,2,2,2,3,2,3,3,3,3,3,3,3,3
Profit before tax,11,12,12,8,10,11,10,14,10,11,8,9,14
Tax %,12%,18%,16%,24%,20%,22%,11%,19%,37%,31%,30%,25%,13%
Net Profit,10,10,10,6,8,9,9,11,6,7,5,7,12
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.13,0.00,0.00,-1.49,0.00
  └─ Profit excl Excep,9.50,10.04,9.94,6.46,7.97,8.67,9.29,10.97,15.20,7.46,5.28,8.16,11.70
  └─ Profit for PE,9.50,10.04,9.94,6.46,7.97,8.67,9.29,10.97,15.20,7.46,5.28,8.16,11.70
  └─ Profit for EPS,9.50,10.04,9.94,6.46,7.97,8.67,9.29,10.97,6.07,7.46,5.28,6.67,11.70
  └─ YOY Profit Growth %,115.91%,1.62%,273.68%,18.97%,-16.11%,-13.65%,-6.54%,69.81%,90.72%,-13.96%,-43.16%,-25.62%,-23.03%
EPS in Rs,6.43,6.80,6.73,4.37,5.40,5.87,6.29,7.43,4.11,5.05,3.58,4.52,7.92
Raw PDF,,,,,,,,,,,,,
