Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,126.97,142.85,110.79,50.79,153.75,69.37,98.55,93.86,119.53,91.08,73.72,124.72,158.62
  └─ YOY Sales Growth %,-53.32%,-22.48%,-44.54%,-56.66%,21.09%,-51.44%,-11.05%,84.80%,-22.26%,31.30%,-25.20%,32.88%,32.70%
Expenses,121.56,139.72,114.22,69.13,141.05,115.62,118.29,99.60,114.00,102.07,80.41,120.74,149.46
  └─ Material Cost %,68%,72%,69%,70%,68%,118%,81%,66%,62%,70%,56%,66%,70%
  └─ Employee Cost %,10%,11%,16%,28%,10%,23%,15%,17%,12%,17%,21%,13%,10%
Operating Profit,5.41,3.13,-3.43,-18.34,12.70,-46.25,-19.74,-5.74,5.53,-10.99,-6.69,3.98,9.16
OPM %,4.26%,2.19%,-3.10%,-36.11%,8.26%,-66.67%,-20.03%,-6.12%,4.63%,-12.07%,-9.07%,3.19%,5.77%
Other Income,2.57,1.71,0.98,0.91,2.05,0.92,2.00,1.91,0.79,0.51,1.12,-1.27,2.63
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.09,0.00
  └─ Other income normal,2.57,1.71,0.98,0.91,2.05,0.92,2.00,1.91,0.79,0.51,1.12,0.82,2.63
Interest,6.40,6.46,5.99,6.09,6.67,7.04,9.33,9.92,10.40,11.04,8.40,7.17,7.92
Depreciation,7.76,9.39,9.16,8.70,9.01,9.27,11.47,11.40,11.58,11.49,10.44,11.22,11.77
Profit before tax,-6.18,-11.01,-17.60,-32.22,-0.93,-61.64,-38.54,-25.15,-15.66,-33.01,-24.41,-15.68,-7.90
Tax %,-19.58%,-25.61%,-23.75%,-24.49%,4.30%,-35.56%,0.03%,60.52%,2.62%,0.03%,0.04%,0.06%,-1.90%
Net Profit,-4.97,-8.18,-13.42,-24.32,-0.96,-39.71,-38.55,-40.37,-16.08,-33.03,-24.42,-15.69,-7.75
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-2,0
  └─ Profit excl Excep,-5,-8,-13,-24,-1,-40,-39,-40,-16,-33,-24,-14,-8
  └─ Profit for PE,-5,-8,-13,-24,-1,-40,-39,-40,-16,-33,-24,-14,-8
  └─ Profit for EPS,-5,-8,-13,-24,-1,-40,-39,-40,-16,-33,-24,-16,-8
  └─ YOY Profit Growth %,-112%,-172%,-173%,-2996%,81%,-385%,-187%,-66%,-1559%,17%,37%,66%,52%
EPS in Rs,-2.22,-3.66,-6.00,-10.86,-0.43,-17.73,-17.21,-18.03,-7.18,-14.75,-10.96,-7.05,-3.48
Raw PDF,,,,,,,,,,,,,
