Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,27196,28003,29263,30042,31072,31143,31902,32570,32820,32866,33318,33600,34514
  └─ YOY Sales Growth %,42.41%,39.68%,30.49%,20.97%,14.25%,11.22%,9.02%,8.42%,5.62%,5.53%,4.44%,3.16%,5.16%
Interest,14790,16060,17528,18002,18309,18582,19266,20143,20273,20307,20191,20586,20776
Expenses,10642,11040,12216,10556,12269,10879,12755,10654,12712,12928,11548,12390,13155
  └─ Employee Cost %,14.95%,14.39%,13.58%,13.65%,15.65%,13.82%,13.64%,13.88%,14.42%,14.21%,13.24%,13.36%,10.53%
Financing Profit,1764,902,-480,1484,494,1682,-119,1772,-165,-368,1579,624,582
Financing Margin %,6%,3%,-2%,5%,2%,5%,-0%,5%,-0%,-1%,5%,2%,2%
Other Income,5332,5316,6503,5042,6538,4658,7553,5163,7076,5538,5116,6399,5474
  └─ Other income normal,5332,5316,6503,5042,6538,4658,7553,5163,7076,5538,5116,6399,5474
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,7096,6217,6023,6526,7033,6340,7434,6935,6911,5170,6695,7024,6057
Tax %,28%,31%,28%,27%,29%,28%,27%,26%,23%,35%,24%,23%,7%
Net Profit,5315,4468,4426,4815,5160,4764,5405,5250,5447,3517,5181,5501,5872
  └─ Profit from Associates,205,165,83,66,144,184,-50,133,140,165,110,94,224
  └─ Minority share,-60,-16,-32,-26,-28,-36,-50,-36,-27,-48,-47,-58,-71
  └─ Profit excl Excep,5315,4468,4426,4815,5160,4764,5405,5250,5447,3517,5181,5501,5872
  └─ Profit for PE,5255,4452,4394,4789,5132,4728,5355,5214,5420,3469,5134,5443,5801
  └─ Profit for EPS,5255,4452,4394,4789,5132,4728,5355,5214,5420,3469,5134,5443,5801
  └─ YOY Profit Growth %,159%,129%,29%,11%,-2%,6%,22%,9%,6%,-27%,-4%,4%,7%
EPS in Rs,10.16,8.61,8.50,9.26,9.92,9.14,10.36,10.08,10.48,6.71,9.93,10.53,11.22
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
