Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,113.39,123.56,114.68,102.94,128.62,130.23,134.75,137.97,147.47,144.93,150.24,146.73,160.60
  └─ YOY Sales Growth %,-14.17%,-5.94%,2.18%,2.84%,13.43%,5.40%,17.50%,34.03%,14.66%,11.29%,11.50%,6.35%,8.90%
Expenses,103.64,114.83,104.18,97.31,117.49,119.33,125.40,126.08,134.89,135.07,139.33,138.09,149.56
  └─ Material Cost %,70%,73%,72%,72%,72%,73%,75%,72%,73%,74%,73%,74%,74%
  └─ Employee Cost %,6%,6%,7%,9%,7%,7%,7%,7%,7%,8%,7%,8%,7%
Operating Profit,9.75,8.73,10.50,5.63,11.13,10.90,9.35,11.89,12.58,9.86,10.91,8.64,11.04
OPM %,8.60%,7.07%,9.16%,5.47%,8.65%,8.37%,6.94%,8.62%,8.53%,6.80%,7.26%,5.89%,6.87%
Other Income,1.07,3.87,1.43,0.98,1.26,1.45,1.59,1.60,1.49,1.79,2.37,1.67,2.07
  └─ Other income normal,1.07,3.87,1.43,0.98,1.26,1.45,1.59,1.60,1.49,1.79,2.37,1.67,2.07
Interest,-0.02,0.03,0.08,0.18,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.04
Depreciation,2.27,2.52,2.55,2.74,2.79,2.73,2.74,2.74,2.75,2.70,2.71,2.82,2.83
Profit before tax,8.57,10.05,9.30,3.69,9.57,9.59,8.17,10.72,11.29,8.92,10.51,7.46,10.24
Tax %,31.39%,20.90%,19.14%,23.04%,25.81%,25.76%,25.95%,25.65%,26.40%,25.11%,23.88%,26.27%,37.30%
Net Profit,5.89,7.97,7.52,2.82,7.09,7.13,6.04,7.96,8.31,6.69,8.00,5.50,6.42
  └─ Profit excl Excep,5.89,7.97,7.52,2.82,7.09,7.13,6.04,7.96,8.31,6.69,8.00,5.50,6.42
  └─ Profit for PE,5.89,7.97,7.52,2.82,7.09,7.13,6.04,7.96,8.31,6.69,8.00,5.50,6.42
  └─ Profit for EPS,5.89,7.97,7.52,2.82,7.09,7.13,6.04,7.96,8.31,6.69,8.00,5.50,6.42
  └─ YOY Profit Growth %,-44.06%,-32.05%,10.26%,86.75%,20.37%,-10.54%,-19.68%,182.27%,17.21%,-6.17%,32.45%,-30.90%,-22.74%
EPS in Rs,1.09,1.47,1.39,0.52,1.31,1.31,1.11,1.47,1.53,1.23,1.47,1.01,1.18
Raw PDF,,,,,,,,,,,,,
