Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,378,391,407,410,417,464,522,531,545,550,574,588,604
  └─ YOY Sales Growth %,25.75%,18.83%,14.38%,11.72%,10.40%,18.66%,28.29%,29.50%,30.50%,18.56%,9.96%,10.69%,10.93%
Expenses,286,302,324,329,334,379,430,437,461,456,475,480,500
  └─ Employee Cost %,58%,60%,63%,64%,63%,65%,67%,67%,66%,68%,68%,67%,67%
Operating Profit,92,89,83,81,83,85,92,94,84,94,99,107,104
OPM %,24%,23%,20%,20%,20%,18%,18%,18%,15%,17%,17%,18%,17%
Other Income,8,14,22,25,38,25,27,23,14,30,22,-6,21
  └─ Exceptional items,0.00,0.00,0.00,1.07,12.95,0.00,0.00,0.00,-12.16,0.00,0.00,-22.03,3.44
  └─ Other income normal,8.45,13.66,22.21,24.29,25.21,25.44,27.03,22.96,25.95,30.03,21.61,15.72,17.61
Interest,9,10,11,11,10,20,28,27,25,25,25,25,23
Depreciation,13,14,15,15,15,22,23,21,23,22,22,22,22
Profit before tax,79,79,79,81,96,68,68,69,50,77,73,54,80
Tax %,27%,26%,26%,26%,25%,25%,27%,27%,33%,26%,26%,26%,24%
Net Profit,58,58,58,60,72,51,50,50,34,57,54,40,61
  └─ Exceptional items AT,0,0,0,1,9,0,0,0,-7,0,0,-14,3
  └─ Profit excl Excep,58,58,58,59,63,51,50,50,41,57,54,54,59
  └─ Profit for PE,58,58,58,59,63,51,50,50,41,57,54,54,59
  └─ Profit for EPS,58,58,58,60,72,51,50,50,34,57,54,40,61
  └─ YOY Profit Growth %,11%,4%,-2%,-5%,9%,-13%,-15%,-15%,-34%,12%,9%,9%,41%
EPS in Rs,3.93,3.97,3.84,3.92,4.73,3.35,3.25,3.29,2.23,3.75,3.55,2.65,4.02
Raw PDF,,,,,,,,,,,,,
