Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1095,1150,1125,1092,1203,1206,1244,1256,1213,1283,1309,577,595
  └─ YOY Sales Growth %,5%,9%,4%,1%,10%,5%,11%,15%,1%,6%,5%,-54%,-51%
Expenses,928,947,1001,920,990,1013,1121,1135,929,1116,1143,494,561
  └─ Material Cost %,61%,60%,66%,58%,59%,61%,67%,67%,51%,61%,63%,55%,55%
  └─ Employee Cost %,7%,8%,7%,8%,7%,7%,7%,7%,8%,8%,8%,6%,8%
Operating Profit,167,203,124,172,213,194,124,121,285,167,166,82,33
OPM %,15%,18%,11%,16%,18%,16%,10%,10%,23%,13%,13%,14%,6%
Other Income,20,23,18,24,35,40,23,48,13,15,-2,20,29
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.74,-10.10,-7.28
  └─ Other income normal,19.85,22.54,17.75,24.04,35.37,40.06,23.47,47.51,13.08,15.21,23.85,30.44,36.76
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,17,18,19,19,19,20,20,21,22,23,23,16,16
Profit before tax,170,207,122,177,230,214,127,147,276,160,141,86,47
Tax %,28%,26%,26%,25%,24%,26%,26%,26%,26%,26%,25%,28%,142%
Net Profit,123,154,90,132,175,159,94,110,203,118,105,62,-20
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,-19,-7,3
  └─ Profit excl Excep,123,154,90,132,175,159,94,110,203,118,124,69,-23
  └─ Profit for PE,123,154,90,132,175,159,94,110,203,118,124,69,-23
  └─ Profit for EPS,123,154,90,132,175,159,94,110,203,118,105,62,-20
  └─ YOY Profit Growth %,12%,20%,-42%,13%,43%,3%,5%,-17%,16%,-26%,32%,-37%,-111%
EPS in Rs,24.88,31.26,18.21,26.75,35.47,32.17,19.07,22.17,41.15,23.93,21.35,12.55,-4.00
Raw PDF,,,,,,,,,,,,,
