Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,59.96,57.17,60.15,59.76,67.87,59.65,68.49,64.79,75.42,65.66,71.01,66.59,71.78
  └─ YOY Sales Growth %,5.49%,3.63%,0.48%,4.81%,13.19%,4.34%,13.87%,8.42%,11.12%,10.08%,3.68%,2.78%,-4.83%
Expenses,54.08,51.89,54.36,54.77,63.43,54.00,62.00,58.99,70.66,60.13,65.08,60.41,65.21
  └─ Material Cost %,67%,68%,66%,67%,68%,70%,69%,68%,69%,67%,66%,64%,66%
  └─ Employee Cost %,9%,8%,8%,9%,9%,8%,8%,8%,8%,9%,8%,9%,9%
Operating Profit,5.88,5.28,5.79,4.99,4.44,5.65,6.49,5.80,4.76,5.53,5.93,6.18,6.57
OPM %,9.81%,9.24%,9.63%,8.35%,6.54%,9.47%,9.48%,8.95%,6.31%,8.42%,8.35%,9.28%,9.15%
Other Income,0.07,0.23,1.12,0.77,1.49,0.13,0.44,0.31,0.35,0.40,0.58,0.23,0.74
  └─ Other income normal,0.07,0.23,1.12,0.77,1.49,0.13,0.44,0.31,0.35,0.40,0.58,0.23,0.74
Interest,0.98,1.05,1.16,1.02,1.28,0.97,0.95,0.94,0.76,0.77,0.88,0.95,0.57
Depreciation,1.36,1.39,1.49,2.32,2.03,1.89,1.98,1.84,1.92,1.73,1.79,1.94,1.96
Profit before tax,3.61,3.07,4.26,2.42,2.62,2.92,4.00,3.33,2.43,3.43,3.84,3.52,4.78
Tax %,10.25%,21.50%,28.17%,25.21%,63.74%,21.92%,21.00%,24.32%,23.05%,15.45%,46.61%,40.34%,8.37%
Net Profit,3.24,2.41,3.06,1.81,0.95,2.28,3.16,2.52,1.87,2.90,2.05,2.10,4.38
  └─ Profit excl Excep,3,2,3,2,1,2,3,3,2,3,2,2,4
  └─ Profit for PE,3,2,3,2,1,2,3,3,2,3,2,2,4
  └─ Profit for EPS,3,2,3,2,1,2,3,3,2,3,2,2,4
  └─ YOY Profit Growth %,89%,62%,197%,-34%,-71%,-5%,3%,39%,97%,27%,-35%,-17%,134%
EPS in Rs,0.86,0.61,0.78,0.46,0.24,0.58,0.80,0.64,0.47,0.74,0.52,0.53,1.11
Raw PDF,,,,,,,,,,,,,
