Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3677,4245,4372,3980,4173,4436,4450,4017,4335,4695,4365,4201,4735
  └─ YOY Sales Growth %,4.38%,5.56%,13.81%,12.47%,13.49%,4.48%,1.80%,0.93%,3.89%,5.85%,-1.92%,4.58%,9.22%
Expenses,3305,3807,3872,3548,3725,3963,3978,3592,3907,4157,3973,3748,4247
  └─ Material Cost %,69%,71%,68%,67%,66%,68%,67%,67%,68%,68%,68%,67%,68%
  └─ Employee Cost %,7%,6%,7%,7%,7%,7%,7%,8%,7%,7%,8%,8%,7%
Operating Profit,372,438,499,432,448,473,472,425,428,538,391,452,488
OPM %,10%,10%,11%,11%,11%,11%,11%,11%,10%,11%,9%,11%,10%
Other Income,36,23,38,25,5,16,40,13,44,28,54,5,4
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.38,0.00
  └─ Other income normal,36.27,22.56,37.59,25.20,5.24,16.43,40.25,12.79,44.08,27.91,53.75,15.72,4.24
Interest,21,24,30,32,31,30,34,54,35,32,40,25,27
Depreciation,131,132,141,145,142,144,146,145,148,149,152,149,138
Profit before tax,256,304,366,281,281,316,332,238,290,385,253,283,327
Tax %,29%,26%,26%,28%,34%,30%,30%,33%,35%,29%,31%,31%,34%
Net Profit,181,224,270,203,186,221,233,158,188,275,174,195,217
  └─ Minority share,-1,-2,-1,-2,-1,-1,-2,-2,-1,-2,-2,-1,-1
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-7,0
  └─ Profit excl Excep,181,224,270,203,186,221,233,158,188,275,174,202,217
  └─ Profit for PE,180,222,269,200,185,220,231,157,187,273,172,201,215
  └─ Profit for EPS,180,222,269,200,185,220,231,157,187,273,172,194,215
  └─ YOY Profit Growth %,23%,10%,12%,1%,3%,-1%,-14%,-22%,1%,24%,-26%,28%,15%
EPS in Rs,2.12,2.62,3.17,2.36,2.17,2.59,2.72,1.84,2.20,3.21,2.02,2.28,2.53
Raw PDF,,,,,,,,,,,,,
