Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,89.92,51.41,59.55,40.52,30.59,18.88,21.48,35.23,57.79,46.82,46.20,52.46,91.98
  └─ YOY Sales Growth %,,,-32%,-43%,-66%,-63%,-64%,-13%,89%,148%,115%,49%,59%
Expenses,81.30,47.59,60.94,46.83,35.12,21.27,28.22,34.61,53.97,44.43,46.12,53.35,87.17
  └─ Material Cost %,83%,82%,92%,102%,98%,101%,96%,82%,83%,85%,87%,86%,78%
  └─ Employee Cost %,2%,2%,2%,3%,4%,5%,6%,3%,2%,3%,3%,4%,3%
Operating Profit,8.62,3.82,-1.39,-6.31,-4.53,-2.39,-6.74,0.62,3.82,2.39,0.08,-0.89,4.81
OPM %,9.59%,7.43%,-2.33%,-15.57%,-14.81%,-12.66%,-31.38%,1.76%,6.61%,5.10%,0.17%,-1.70%,5.23%
Other Income,1.72,2.44,2.96,1.78,2.50,2.81,3.36,1.58,-2.31,0.66,0.87,0.63,0.17
  └─ Other income normal,1.72,2.44,2.96,1.78,2.50,2.81,3.36,1.58,-2.31,0.66,0.87,0.63,0.17
Interest,0.03,0.02,0.02,0.02,0.02,0.05,0.01,0.06,0.05,0.07,0.14,0.68,1.01
Depreciation,0.44,0.46,0.49,0.49,0.52,0.53,0.52,0.52,0.52,0.53,0.53,2.05,2.93
Profit before tax,9.87,5.78,1.06,-5.04,-2.57,-0.16,-3.91,1.62,0.94,2.45,0.28,-2.99,1.04
Tax %,20.67%,26.12%,25.47%,-30.75%,-51.75%,218.75%,21.23%,-44.44%,25.53%,25.71%,25.00%,136.12%,-68.27%
Net Profit,7.83,4.27,0.79,-3.50,-1.24,-0.51,-4.74,2.35,0.70,1.82,0.20,-7.06,1.76
  └─ Profit excl Excep,8,4,1,-4,-1,-1,-5,2,1,2,0,-7,2
  └─ Profit for PE,8,4,1,-4,-1,-1,-5,2,1,2,0,-7,2
  └─ Profit for EPS,8,4,1,-4,-1,-1,-5,2,1,2,0,-7,2
  └─ YOY Profit Growth %,,,-91%,-146%,-116%,-112%,-700%,167%,156%,457%,104%,-400%,151%
EPS in Rs,1.92,1.05,0.19,-0.64,-0.23,-0.09,-0.87,0.43,0.13,0.34,0.04,-1.30,0.32
Raw PDF,,,,,,,,,,,,,
