Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2043,1386,1473,1493,1868,1540,1644,1495,1744,1341,1691,1739,2048
  └─ YOY Sales Growth %,27.98%,11.15%,-2.61%,-6.55%,-8.56%,11.11%,11.59%,0.19%,-6.61%,-12.90%,2.87%,16.26%,17.42%
Expenses,1878,1282,1340,1369,1730,1415,1517,1364,1592,1221,1544,1545,1892
  └─ Material Cost %,62%,57%,59%,57%,65%,59%,61%,57%,59%,54%,56%,54%,55%
  └─ Employee Cost %,6%,9%,8%,9%,7%,8%,9%,10%,8%,11%,10%,10%,9%
Operating Profit,164,104,134,123,138,125,127,132,152,120,147,194,156
OPM %,8%,7%,9%,8%,7%,8%,8%,9%,9%,9%,9%,11%,8%
Other Income,6,13,4,5,4,9,34,-31,3,12,-7,-26,63
  └─ Exceptional items,0,0,0,0,0,0,11,-35,0,-5,-42,-44,0
  └─ Other income normal,6,13,4,5,4,9,24,4,3,18,34,18,63
Interest,17,19,20,13,11,11,8,8,13,16,19,17,20
Depreciation,27,25,26,27,28,26,26,40,12,26,27,28,68
Profit before tax,126,72,91,89,102,96,128,52,130,90,94,123,131
Tax %,26%,27%,30%,25%,30%,30%,25%,56%,24%,35%,40%,31%,35%
Net Profit,93,53,64,67,72,67,96,23,98,59,56,84,85
  └─ Minority share,-7,-2,-4,-5,-1,-2,-3,-3,-7,-6,-12,-15,-12
  └─ Exceptional items AT,0,0,0,0,0,0,11,-35,0,-5,-42,-40,0
  └─ Profit excl Excep,93,53,64,67,72,67,85,58,98,64,98,124,85
  └─ Profit for PE,86,51,60,62,71,65,82,51,91,57,77,103,73
  └─ Profit for EPS,86,51,60,62,71,65,93,20,91,52,44,70,73
  └─ YOY Profit Growth %,129%,184%,102%,-2%,-17%,29%,38%,-18%,28%,-13%,-7%,103%,-20%
EPS in Rs,11.71,6.89,8.13,8.42,9.70,8.90,12.59,2.73,12.40,7.11,5.98,9.49,9.96
Raw PDF,,,,,,,,,,,,,
