Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,5.91,2.08,3.33,4.06,11.87,14.79,3.42,2.36,2.30,0.29,1.89,1.57,1.65
  └─ YOY Sales Growth %,16.57%,57.58%,69.04%,25.70%,100.85%,611.06%,2.70%,-41.87%,-80.62%,-98.04%,-44.74%,-33.47%,-28.26%
Expenses,3.06,2.34,4.17,4.33,7.90,13.59,2.60,1.66,2.23,1.23,4.01,2.23,2.08
  └─ Material Cost %,-40.61%,-79.81%,-15.02%,-7.88%,2.53%,63.69%,-0.58%,-33.05%,-1.74%,-200.00%,57.14%,19.75%,4.85%
  └─ Employee Cost %,5.41%,16.83%,9.01%,5.67%,2.61%,1.76%,8.19%,13.56%,22.17%,113.79%,17.99%,21.02%,9.70%
Operating Profit,2.85,-0.26,-0.84,-0.27,3.97,1.20,0.82,0.70,0.07,-0.94,-2.12,-0.66,-0.43
OPM %,48.22%,-12.50%,-25.23%,-6.65%,33.45%,8.11%,23.98%,29.66%,3.04%,-324.14%,-112.17%,-42.04%,-26.06%
Other Income,0.01,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,1.02,0.00,0.07
  └─ Other income normal,0.01,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,1.02,0.00,0.07
Interest,0.66,0.71,0.76,0.85,0.75,0.66,0.56,0.67,0.55,0.56,0.42,0.32,0.41
Depreciation,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Profit before tax,2.19,-0.99,-1.59,-1.12,3.21,0.53,0.25,0.02,-0.49,-1.50,-1.53,-0.99,-0.78
Tax %,-0.46%,-1.01%,0.63%,0.00%,-0.93%,-1.89%,-4.00%,-50.00%,-2.04%,-0.67%,0.00%,1.01%,-1.28%
Net Profit,2.20,-0.98,-1.60,-1.11,3.24,0.53,0.25,0.03,-0.49,-1.49,-1.54,-0.99,-0.78
  └─ Profit excl Excep,2,-1,-2,-1,3,1,0,0,-0,-1,-2,-1,-1
  └─ Profit for PE,2,-1,-2,-1,3,1,0,0,-0,-1,-2,-1,-1
  └─ Profit for EPS,2,-1,-2,-1,3,1,0,0,-0,-1,-2,-1,-1
  └─ YOY Profit Growth %,200%,26%,-43%,23%,47%,154%,116%,103%,-115%,-381%,-716%,-3400%,-59%
EPS in Rs,0.41,-0.18,-0.30,-0.20,0.60,0.10,0.05,0.01,-0.09,-0.28,-0.28,-0.18,-0.14
Raw PDF,,,,,,,,,,,,,
