Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,11,16,18,16,21,9,2,3,22,16,26,42,59
  └─ YOY Sales Growth %,2795%,23114%,36%,-57%,97%,-46%,-88%,-81%,3%,82%,1060%,1219%,172%
Expenses,10,8,7,7,11,3,2,3,13,9,15,26,40
  └─ Material Cost %,51%,44%,31%,33%,48%,24%,34%,79%,50%,43%,50%,58%,61%
  └─ Employee Cost %,5%,2%,2%,3%,0%,3%,17%,12%,2%,3%,2%,2%,1%
Operating Profit,1,8,11,9,10,5,1,-0,9,7,11,16,19
OPM %,8%,49%,61%,56%,49%,60%,30%,-8%,40%,44%,43%,37%,32%
Other Income,0,0,0,0,0,0,0,1,0,1,0,0,-0
  └─ Other income normal,0.07,0.01,0.37,0.18,0.04,0.35,0.22,0.68,0.19,0.59,0.30,0.30,-0.41
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,-0,0,0,0,0,0,0,0,0
Profit before tax,1,7,11,9,10,6,1,0,9,7,11,15,18
Tax %,268%,-1%,25%,27%,46%,26%,71%,22%,26%,26%,25%,26%,26%
Net Profit,-1,7,8,7,6,4,0,0,7,5,8,11,13
  └─ Profit excl Excep,-1,7,8,7,6,4,0,0,7,5,8,11,13
  └─ Profit for PE,-1,7,8,7,6,4,0,0,7,5,8,11,13
  └─ Profit for EPS,-1,7,8,7,6,4,0,0,7,5,8,11,13
  └─ YOY Profit Growth %,74%,540%,39%,-64%,648%,-45%,-97%,-97%,17%,30%,3609%,5758%,103%
EPS in Rs,-0.06,0.43,0.47,0.38,0.32,0.24,0.01,0.01,0.38,0.31,0.47,0.64,0.77
Raw PDF,,,,,,,,,,,,,
