Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1903,1874,2002,1979,2192,2228,2413,2516,2753,2878,2923,3175,3442
  └─ YOY Sales Growth %,28.18%,14.08%,17.99%,12.91%,15.18%,18.86%,20.54%,27.13%,25.60%,29.20%,21.14%,26.22%,25.03%
Expenses,1627,1609,1693,1718,1908,1900,2118,2185,2406,2497,2546,2778,2975
  └─ Material Cost %,70%,70%,68%,69%,69%,69%,70%,70%,70%,70%,69%,70%,68%
  └─ Employee Cost %,6%,6%,6%,7%,6%,6%,6%,6%,6%,7%,8%,7%,8%
Operating Profit,275,265,309,261,284,327,295,331,347,381,377,397,466
OPM %,14%,14%,15%,13%,13%,15%,12%,13%,13%,13%,13%,13%,14%
Other Income,199,29,43,579,42,33,29,34,71,28,66,41,79
  └─ Exceptional items,185,7,26,551,-6,-0,-0,-0,-0,-0,-0,-36,2
  └─ Other income normal,14,22,17,28,48,33,29,34,71,28,66,76,77
Interest,2,1,0,1,1,1,2,1,3,2,3,4,4
Depreciation,25,24,23,24,24,24,28,28,32,44,52,51,49
Profit before tax,447,270,329,816,301,336,294,335,384,364,388,384,492
Tax %,5%,24%,26%,8%,22%,28%,25%,29%,29%,27%,27%,26%,26%
Net Profit,426,204,242,748,234,241,220,238,274,267,284,284,363
  └─ Minority share,-0,-0,-0,-0,-0,-0,1,3,-2,2,2,1,2
  └─ Exceptional items AT,184,7,19,551,-5,-0,-0,-0,-0,-0,-0,-25,2
  └─ Profit excl Excep,243,197,224,197,238,241,220,238,274,267,284,308,362
  └─ Profit for PE,243,197,224,197,238,241,221,241,272,269,287,309,364
  └─ Profit for EPS,426,204,242,748,234,241,221,241,272,269,287,285,365
  └─ YOY Profit Growth %,125%,59%,25%,-7%,-2%,23%,-1%,22%,14%,12%,30%,29%,34%
EPS in Rs,2.79,1.33,1.59,4.89,1.53,1.58,1.45,1.57,1.78,1.76,1.82,1.81,2.32
Raw PDF,,,,,,,,,,,,,
