Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1566,1502,1560,1548,1536,1554,1666,1608,1737,1698,1755,1618,1817
  └─ YOY Sales Growth %,51.43%,0.58%,-11.26%,-3.27%,-1.89%,3.41%,6.82%,3.84%,13.09%,9.30%,5.36%,0.65%,4.62%
Expenses,1345,1295,1306,1316,1371,1367,1472,1434,1536,1481,1541,1432,1593
  └─ Material Cost %,54%,55%,53%,55%,57%,57%,56%,56%,59%,59%,55%,55%,57%
  └─ Employee Cost %,6%,5%,6%,6%,5%,6%,6%,6%,5%,5%,6%,6%,5%
Operating Profit,221,207,253,232,165,187,194,174,201,217,214,186,225
OPM %,14%,14%,16%,15%,11%,12%,12%,11%,12%,13%,12%,11%,12%
Other Income,12,4,-33,9,-25,6,14,9,24,11,4,-13,44
  └─ Exceptional items,0.00,0.00,-36.73,0.00,-26.59,0.00,0.00,0.00,0.00,2.51,0.00,-17.66,0.00
  └─ Other income normal,11.60,4.46,3.37,8.85,1.70,5.53,13.69,8.97,24.39,8.46,4.43,5.12,44.35
Interest,26,29,30,30,32,33,37,39,35,34,33,29,30
Depreciation,48,47,57,63,72,61,63,65,67,64,66,67,69
Profit before tax,159,136,133,148,36,99,108,79,124,130,120,77,170
Tax %,41%,32%,39%,29%,51%,29%,28%,31%,25%,27%,28%,31%,28%
Net Profit,95,93,82,105,18,70,78,54,92,95,86,53,123
  └─ Minority share,-6,-19,-0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,-23,0,-11,0,0,0,0,2,0,-12,0
  └─ Profit excl Excep,95,93,104,105,29,70,78,54,92,93,86,66,123
  └─ Profit for PE,88,74,104,105,29,70,78,54,92,93,86,66,123
  └─ Profit for EPS,88,74,82,105,18,70,78,54,92,95,86,53,123
  └─ YOY Profit Growth %,1307%,-21%,-6%,-10%,-67%,-6%,-25%,-48%,217%,34%,11%,21%,33%
EPS in Rs,6.35,5.32,5.87,7.56,1.28,5.00,4.72,3.30,5.61,5.78,5.24,3.23,7.46
Raw PDF,,,,,,,,,,,,,
