Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,85,76,83,89,93,98,112,120,127,137,146,159,162
  └─ YOY Sales Growth %,,,,49.21%,9.29%,29.64%,34.65%,35.02%,36.78%,39.30%,30.56%,31.74%,27.27%
Expenses,54,50,57,56,61,65,72,78,81,88,93,96,100
  └─ Material Cost %,12.50%,10.25%,14.63%,11.59%,17.02%,15.57%,14.21%,13.54%,12.77%,12.23%,11.80%,8.26%,6.84%
  └─ Employee Cost %,20.41%,20.39%,22.08%,23.36%,21.19%,20.77%,19.93%,20.60%,20.00%,21.38%,23.13%,21.56%,23.72%
Operating Profit,30,26,26,33,31,33,40,43,46,49,53,62,61
OPM %,36%,35%,32%,37%,34%,34%,36%,36%,36%,36%,36%,39%,38%
Other Income,5,0,11,18,3,1,2,5,3,9,12,8,17
  └─ Other income normal,5.00,0.15,10.64,18.44,2.77,0.61,1.53,5.07,3.38,8.69,12.25,8.14,16.58
Interest,11,10,12,19,6,3,5,6,4,6,7,8,10
Depreciation,4,5,5,5,5,6,7,7,9,10,12,14,17
Profit before tax,20,11,20,27,23,24,30,34,36,42,46,48,51
Tax %,26%,35%,3%,37%,34%,30%,30%,30%,31%,30%,30%,27%,28%
Net Profit,15,7,19,17,15,17,21,24,25,29,33,35,37
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.20,0.46,0.29,0.13,-0.20,-0.82
  └─ Profit excl Excep,14.83,7.40,19.43,16.81,14.93,17.12,20.88,23.72,24.81,29.43,32.61,34.71,36.81
  └─ Profit for PE,14.83,7.40,19.43,16.81,14.93,17.12,21.01,23.92,25.27,29.72,32.74,34.51,35.99
  └─ Profit for EPS,14.83,7.40,19.43,16.81,14.93,17.12,21.01,23.92,25.27,29.72,32.74,34.51,35.99
  └─ YOY Profit Growth %,,,,336.62%,0.67%,131.35%,8.13%,42.30%,69.26%,73.60%,55.83%,44.27%,42.42%
EPS in Rs,89.78,44.80,3.92,2.84,2.53,2.90,3.55,4.05,3.91,4.60,5.07,5.34,5.57
Raw PDF,,,,,,,,,,,,,
