Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,29.30,42.79,55.97,72.66,63.73,72.81,76.38,51.79,46.34,50.77,56.98,49.05,49.04
  └─ YOY Sales Growth %,-33.30%,23.03%,40.21%,116.57%,117.51%,70.16%,36.47%,-28.72%,-27.29%,-30.27%,-25.40%,-5.29%,5.83%
Expenses,23.58,25.40,34.60,43.17,26.89,42.90,45.72,35.15,31.49,30.47,33.18,35.12,41.11
  └─ Employee Cost %,22.76%,14.42%,12.27%,10.97%,17.28%,13.71%,13.77%,19.66%,21.82%,16.51%,16.65%,18.63%,25.10%
Operating Profit,5.72,17.39,21.37,29.49,36.84,29.91,30.66,16.64,14.85,20.30,23.80,13.93,7.93
OPM %,19.52%,40.64%,38.18%,40.59%,57.81%,41.08%,40.14%,32.13%,32.05%,39.98%,41.77%,28.40%,16.17%
Other Income,0.08,0.62,0.48,0.98,0.50,1.11,1.40,5.20,0.47,0.71,0.32,0.23,-0.30
  └─ Exceptional items,0.00,0.00,0.01,0.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.00,-0.39
  └─ Other income normal,0.08,0.62,0.47,0.98,0.50,1.11,1.40,1.90,0.47,0.71,0.32,0.23,0.09
Interest,2.53,2.17,2.13,4.18,4.09,5.24,5.94,4.77,3.96,3.91,6.25,6.24,5.21
Depreciation,0.55,0.58,0.59,0.60,0.64,0.68,0.73,0.80,0.84,0.83,0.89,0.87,0.90
Profit before tax,2.72,15.26,19.13,25.69,32.61,25.10,25.39,16.27,10.52,16.27,16.98,7.05,1.52
Tax %,27.94%,24.12%,23.21%,23.78%,24.38%,25.06%,21.47%,24.71%,26.81%,21.94%,22.97%,26.52%,67.11%
Net Profit,1.95,11.58,14.69,19.59,24.66,18.81,19.94,12.25,7.70,12.70,13.08,5.18,0.50
  └─ Exceptional items AT,0,0,0,0,0,0,0,2,0,0,0,0,0
  └─ Profit excl Excep,2,12,15,20,25,19,20,10,8,13,13,5,0
  └─ Profit for PE,2,12,15,20,25,19,20,10,8,13,13,5,0
  └─ Profit for EPS,2,12,15,20,25,19,20,12,8,13,13,5,0
  └─ YOY Profit Growth %,-85%,55%,20%,174%,1165%,62%,36%,-50%,-69%,-32%,-34%,-47%,-96%
EPS in Rs,0.19,1.11,1.41,1.88,2.37,1.81,1.92,1.18,0.74,1.22,1.25,0.47,0.05
Raw PDF,,,,,,,,,,,,,
