Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,13.86,12.99,15.26,13.59,17.34,16.72,18.53,16.28,13.76,14.99,15.43,15.28,16.57
  └─ YOY Sales Growth %,-15.38%,-0.99%,6.49%,2.18%,25.11%,28.71%,21.43%,19.79%,-20.65%,-10.35%,-16.73%,-6.14%,20.42%
Expenses,11.51,10.69,12.08,10.26,12.40,11.62,13.20,10.53,10.31,10.61,11.29,10.68,12.97
  └─ Employee Cost %,23.02%,22.71%,23.00%,20.90%,19.90%,17.76%,20.78%,18.55%,24.35%,21.48%,25.21%,21.53%,25.35%
Operating Profit,2.35,2.30,3.18,3.33,4.94,5.10,5.33,5.75,3.45,4.38,4.14,4.60,3.60
OPM %,16.96%,17.71%,20.84%,24.50%,28.49%,30.50%,28.76%,35.32%,25.07%,29.22%,26.83%,30.10%,21.73%
Other Income,0.89,0.85,0.68,0.77,1.11,0.83,1.71,0.81,1.33,1.06,0.87,0.88,1.67
  └─ Other income normal,0.89,0.85,0.68,0.77,1.11,0.83,1.71,0.81,1.33,1.06,0.87,0.88,1.67
Interest,0.24,0.13,0.14,0.10,0.24,0.31,0.33,0.30,0.28,0.16,0.23,0.27,0.24
Depreciation,0.22,0.28,0.28,0.29,0.18,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.21
Profit before tax,2.78,2.74,3.44,3.71,5.63,5.37,6.46,6.01,4.26,5.05,4.55,4.98,4.82
Tax %,28.78%,25.55%,29.07%,29.92%,24.33%,27.56%,21.83%,27.79%,27.70%,25.35%,25.93%,25.30%,25.52%
Net Profit,1.99,2.15,2.46,2.85,4.40,4.24,5.14,4.85,2.93,4.08,3.13,3.72,3.36
  └─ Profit from Associates,0.02,0.11,0.03,0.25,0.14,0.35,0.09,0.50,-0.16,0.32,-0.24,0.00,-0.23
  └─ Profit excl Excep,1.99,2.15,2.46,2.85,4.40,4.24,5.14,4.85,2.93,4.08,3.13,3.72,3.36
  └─ Profit for PE,1.99,2.15,2.46,2.85,4.40,4.24,5.14,4.85,2.93,4.08,3.13,3.72,3.36
  └─ Profit for EPS,1.99,2.15,2.46,2.85,4.40,4.24,5.14,4.85,2.93,4.08,3.13,3.72,3.36
  └─ YOY Profit Growth %,-42.15%,-4.02%,-23.84%,-24.00%,121.11%,97.21%,108.94%,70.18%,-33.41%,-3.77%,-39.11%,-23.30%,14.68%
EPS in Rs,1.32,1.42,1.63,1.89,2.91,2.81,3.40,3.21,1.94,2.70,2.07,2.46,2.22
Raw PDF,,,,,,,,,,,,,
