Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,18.28,13.21,17.18,13.68,13.00,8.53,9.83,6.23,16.95,11.08,12.89,16.17,12.84
  └─ YOY Sales Growth %,-21.14%,-54.74%,23.33%,30.53%,-28.88%,-35.43%,-42.78%,-54.46%,30.38%,29.89%,31.13%,159.55%,-24.25%
Expenses,20.53,13.43,18.14,13.30,15.19,10.61,11.00,8.13,25.51,13.42,15.23,20.09,15.00
  └─ Material Cost %,84%,69%,77%,62%,64%,69%,65%,56%,106%,74%,77%,81%,62%
  └─ Employee Cost %,8%,12%,9%,12%,13%,21%,18%,30%,23%,20%,19%,16%,26%
Operating Profit,-2.25,-0.22,-0.96,0.38,-2.19,-2.08,-1.17,-1.90,-8.56,-2.34,-2.34,-3.92,-2.16
OPM %,-12.31%,-1.67%,-5.59%,2.78%,-16.85%,-24.38%,-11.90%,-30.50%,-50.50%,-21.12%,-18.15%,-24.24%,-16.82%
Other Income,5.18,5.37,7.60,6.03,4.45,8.32,8.15,6.47,5.74,6.54,7.74,6.70,5.28
  └─ Other income normal,5.18,5.37,7.60,6.03,4.45,8.32,8.15,6.47,5.74,6.54,7.74,6.70,5.28
Interest,0.59,0.66,0.52,0.55,0.32,0.41,0.74,1.01,1.53,1.10,0.95,1.09,0.46
Depreciation,1.27,1.22,1.22,1.23,1.15,1.15,1.19,1.17,1.63,1.42,1.46,1.41,1.34
Profit before tax,1.07,3.27,4.90,4.63,0.79,4.68,5.05,2.39,-5.98,1.68,2.99,0.28,1.32
Tax %,-356.07%,4.89%,2.86%,2.59%,235.44%,9.62%,11.49%,4.18%,59.36%,23.81%,36.79%,17.86%,-32.58%
Net Profit,-0.67,3.24,5.21,4.42,-1.81,3.98,4.79,2.33,-8.76,1.15,2.34,0.63,1.83
  └─ Profit from Associates,-6,0,0,-0,-1,-0,0,0,1,-0,0,0,0
  └─ Profit excl Excep,-1,3,5,4,-2,4,5,2,-9,1,2,1,2
  └─ Profit for PE,-1,3,5,4,-2,4,5,2,-9,1,2,1,2
  └─ Profit for EPS,-1,3,5,4,-2,4,5,2,-9,1,2,1,2
  └─ YOY Profit Growth %,-129%,10%,-22%,78%,-170%,23%,-8%,-47%,-384%,-71%,-51%,-73%,121%
EPS in Rs,-0.57,2.75,4.42,3.75,-1.53,3.37,4.06,1.97,-7.42,0.97,1.98,0.49,1.41
Raw PDF,,,,,,,,,,,,,
