Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2778,2763,2753,2935,3106,2808,2560,2930,3581,3353,3019,3463,3888
  └─ YOY Sales Growth %,18.15%,21.57%,23.56%,20.47%,11.80%,1.63%,-7.00%,-0.16%,15.31%,19.41%,17.93%,18.18%,8.55%
Expenses,2428,2355,2286,2310,2546,2321,2276,2438,2816,2665,2573,2906,3205
  └─ Material Cost %,16.40%,16.81%,16.65%,13.12%,16.97%,17.06%,17.64%,16.29%,17.02%,16.45%,15.39%,17.72%,15.63%
  └─ Employee Cost %,6.05%,6.66%,6.64%,6.77%,7.02%,7.79%,8.77%,7.81%,6.42%,7.38%,8.20%,7.48%,7.50%
Operating Profit,350,408,467,625,560,486,284,492,765,688,447,557,682
OPM %,13%,15%,17%,21%,18%,17%,11%,17%,21%,21%,15%,16%,18%
Other Income,38,17,29,38,55,45,140,45,46,56,51,-2,41
  └─ Exceptional items,0.00,-15.00,0.00,0.00,9.50,0.00,102.35,0.00,0.00,0.00,0.00,-47.80,0.00
  └─ Other income normal,38.32,31.59,29.33,38.45,45.68,44.74,37.78,45.20,45.88,56.45,51.04,45.93,41.29
Interest,101,109,115,114,115,110,123,112,113,109,105,113,98
Depreciation,132,135,141,140,153,147,146,146,162,146,149,175,182
Profit before tax,154,181,241,409,347,273,155,279,535,489,243,268,444
Tax %,31%,37%,27%,31%,37%,32%,12%,32%,32%,34%,34%,35%,25%
Net Profit,107,113,176,284,220,185,136,190,361,324,159,174,331
  └─ Minority share,2,1,-0,0,0,0,-10,-0,-1,0,1,1,2
  └─ Exceptional items AT,0,-9,0,0,6,0,90,0,0,0,0,-31,0
  └─ Profit excl Excep,107,123,176,284,214,185,46,190,361,324,159,205,331
  └─ Profit for PE,110,124,175,284,214,185,43,190,360,324,161,206,333
  └─ Profit for EPS,110,115,175,284,220,185,126,190,360,324,161,175,333
  └─ YOY Profit Growth %,-46%,-24%,56%,628%,95%,49%,-76%,-33%,68%,75%,276%,8%,-8%
EPS in Rs,14.17,14.84,22.69,36.73,28.44,23.98,16.28,24.54,46.64,41.99,20.78,22.60,43.08
Raw PDF,,,,,,,,,,,,,
