Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,9.66,8.35,7.34,8.43,11.45,8.64,8.00,9.66,9.91,15.31,15.57,11.93,3.90
  └─ YOY Sales Growth %,-19%,27%,-20%,31%,19%,3%,9%,15%,-13%,77%,95%,24%,-61%
Expenses,5.59,5.26,5.07,5.47,8.63,5.10,7.06,5.57,7.96,8.43,7.72,4.59,7.15
  └─ Employee Cost %,43%,47%,57%,49%,35%,45%,49%,40%,49%,28%,30%,35%,118%
Operating Profit,4.07,3.09,2.27,2.96,2.82,3.54,0.94,4.09,1.95,6.88,7.85,7.34,-3.25
OPM %,42.13%,37.01%,30.93%,35.11%,24.63%,40.97%,11.75%,42.34%,19.68%,44.94%,50.42%,61.53%,-83.33%
Other Income,0.14,0.11,0.02,0.21,6.88,2.67,3.87,0.82,7.07,1.72,0.82,1.49,9.73
  └─ Other income normal,0.14,0.11,0.02,0.21,6.88,2.67,3.87,0.82,7.07,1.72,0.82,1.49,9.73
Interest,2.39,2.32,1.82,2.50,4.01,2.26,4.10,3.01,3.83,4.02,2.39,2.23,3.69
Depreciation,0.15,0.25,0.26,0.27,0.28,0.24,0.23,0.20,0.39,0.17,0.17,0.25,0.26
Profit before tax,1.67,0.63,0.21,0.40,5.41,3.71,0.48,1.70,4.80,4.41,6.11,6.35,2.53
Tax %,84.43%,49.21%,47.62%,27.50%,38.45%,11.32%,41.67%,12.35%,40.83%,18.14%,20.79%,9.29%,33.60%
Net Profit,0.27,0.32,0.11,0.30,3.34,3.29,0.28,1.49,2.84,3.61,4.85,5.76,1.69
  └─ Profit excl Excep,0.27,0.32,0.11,0.30,3.34,3.29,0.28,1.49,2.84,3.61,4.85,5.76,1.69
  └─ Profit for PE,0.27,0.32,0.11,0.30,3.34,3.29,0.28,1.49,2.84,3.61,4.85,5.76,1.69
  └─ Profit for EPS,0.27,0.32,0.11,0.30,3.34,3.29,0.28,1.49,2.84,3.61,4.85,5.76,1.69
  └─ YOY Profit Growth %,-89.85%,166.67%,-95.96%,128.57%,1137.04%,928.12%,154.55%,396.67%,-14.97%,9.73%,1632.14%,286.58%,-40.49%
EPS in Rs,0.22,0.26,0.09,0.24,2.72,2.68,0.23,1.21,2.31,2.94,3.94,4.68,1.37
Raw PDF,,,,,,,,,,,,,
