Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,787,762,957,805,930,815,1011,949,974,805,980,1041,995
  └─ YOY Sales Growth %,-2.74%,2.22%,4.38%,0.37%,18.08%,6.96%,5.62%,17.90%,4.79%,-1.16%,-3.05%,9.67%,2.15%
Expenses,618,618,668,587,673,584,689,658,641,554,644,670,644
  └─ Material Cost %,43.79%,38.88%,37.04%,39.35%,39.48%,36.25%,38.04%,37.83%,36.12%,35.73%,36.28%,34.94%,34.56%
  └─ Employee Cost %,18.90%,21.66%,15.17%,17.55%,18.59%,18.57%,14.91%,13.14%,15.70%,18.95%,14.09%,14.59%,16.55%
Operating Profit,170,144,289,218,257,231,322,292,333,251,336,371,351
OPM %,22%,19%,30%,27%,28%,28%,32%,31%,34%,31%,34%,36%,35%
Other Income,38,54,28,-135,32,36,39,35,41,44,36,50,36
  └─ Exceptional items,10.40,17.30,0.00,-163.31,2.40,0.00,4.69,0.00,0.00,0.00,2.64,17.98,0.00
  └─ Other income normal,27.66,36.44,28.21,28.11,29.83,35.64,34.54,35.07,40.68,43.72,33.57,32.12,35.95
Interest,1,0,0,0,1,0,0,0,1,0,1,1,1
Depreciation,17,16,18,17,18,16,17,19,15,16,17,20,13
Profit before tax,190,181,299,65,271,249,344,308,359,279,354,400,373
Tax %,30%,27%,27%,30%,28%,27%,27%,25%,27%,27%,27%,26%,26%
Net Profit,133,132,218,46,194,182,252,230,263,205,257,296,278
  └─ Exceptional items AT,7,12,0,-132,2,0,3,0,0,0,2,13,0
  └─ Profit excl Excep,126,120,218,178,193,182,249,230,263,205,256,282,278
  └─ Profit for PE,126,120,218,178,193,182,249,230,263,205,256,282,278
  └─ Profit for EPS,133,132,218,46,194,182,252,230,263,205,257,296,278
  └─ YOY Profit Growth %,369%,3%,12%,3%,53%,52%,15%,29%,36%,12%,3%,23%,6%
EPS in Rs,7.88,7.81,12.84,2.70,11.48,10.76,14.91,13.57,15.52,12.10,15.20,17.45,16.40
Raw PDF,,,,,,,,,,,,,
