Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,302,254,278,285,306,337,387,398,344,337,363,357,424
  └─ YOY Sales Growth %,5.01%,-13.15%,-11.02%,4.50%,1.32%,32.44%,38.92%,39.66%,12.72%,0.17%,-6.06%,-10.20%,23.10%
Expenses,268,229,253,245,258,289,332,341,293,301,341,326,372
  └─ Material Cost %,65%,62%,65%,60%,59%,61%,63%,64%,61%,65%,69%,65%,64%
  └─ Employee Cost %,6%,7%,7%,7%,7%,6%,6%,6%,7%,7%,6%,7%,6%
Operating Profit,34,26,25,40,47,48,55,57,51,36,22,31,52
OPM %,11%,10%,9%,14%,15%,14%,14%,14%,15%,11%,6%,9%,12%
Other Income,4,3,3,4,4,4,4,5,5,3,5,4,5
  └─ Other income normal,3.51,2.94,3.23,4.00,4.46,4.25,3.73,5.23,4.73,3.38,5.31,4.23,4.54
Interest,7,11,12,13,9,8,10,11,10,10,11,10,9
Depreciation,9,12,12,12,12,13,14,14,14,16,16,16,17
Profit before tax,22,5,4,19,31,30,36,37,32,14,1,8,31
Tax %,29%,29%,38%,33%,29%,25%,25%,20%,27%,25%,186%,42%,25%
Net Profit,15,3,3,13,22,23,27,30,24,11,-0,5,23
  └─ Profit excl Excep,15.38,3.45,2.80,12.73,21.60,22.55,27.11,29.71,23.76,10.75,-0.50,4.75,23.21
  └─ Profit for PE,15.38,3.45,2.80,12.73,21.60,22.55,27.11,29.71,23.76,10.75,-0.50,4.75,23.21
  └─ Profit for EPS,15.38,3.45,2.80,12.73,21.60,22.55,27.11,29.71,23.76,10.75,-0.50,4.75,23.21
  └─ YOY Profit Growth %,-65.14%,-74.00%,-85.79%,-39.70%,40.44%,553.62%,868.21%,133.39%,10.00%,-52.33%,-101.84%,-84.01%,-2.31%
EPS in Rs,7.05,1.58,1.28,5.83,8.52,8.90,10.70,11.72,9.33,4.22,-0.19,1.77,8.66
Raw PDF,,,,,,,,,,,,,
