Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1380,1708,1350,2190,1515,1755,1226,1140,1341,1583,1438,1156,1386
  └─ YOY Sales Growth %,-1.87%,-6.18%,-2.57%,82.37%,9.78%,2.75%,-9.14%,-47.95%,-11.48%,-9.78%,17.28%,1.35%,3.39%
Expenses,1153,1186,939,1613,788,965,840,850,952,982,968,982,1265
  └─ Material Cost %,75%,65%,65%,71%,46%,51%,63%,69%,60%,56%,58%,74%,77%
  └─ Employee Cost %,2%,2%,2%,2%,2%,2%,3%,3%,3%,2%,3%,4%,3%
Operating Profit,227,521,411,577,727,790,386,290,388,601,471,174,121
OPM %,16%,31%,30%,26%,48%,45%,32%,25%,29%,38%,33%,15%,9%
Other Income,-1,7,-70,-56,46,24,79,116,26,48,40,56,84
  └─ Exceptional items,-7,0,-79,-79,-302,0,0,0,0,0,0,0,0
  └─ Other income normal,6,7,9,23,349,24,79,116,26,48,40,56,84
Interest,137,119,117,105,109,109,110,97,97,97,100,91,87
Depreciation,115,115,116,117,116,118,120,116,116,117,119,119,117
Profit before tax,-26,294,108,299,548,588,234,193,201,435,292,19,2
Tax %,69%,35%,36%,42%,-7%,41%,22%,34%,23%,36%,38%,80%,775%
Net Profit,-44,192,69,173,589,349,183,127,156,278,182,4,-13
  └─ Exceptional items AT,-2,0,-51,-46,-302,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-42,192,119,219,891,349,183,127,156,278,182,4,-13
  └─ Profit for PE,-42,192,119,219,891,349,183,127,156,278,182,4,-13
  └─ Profit for EPS,-44,192,69,173,589,349,183,127,156,278,182,4,-13
  └─ YOY Profit Growth %,-1746%,-21%,58%,200%,2226%,82%,53%,-42%,-83%,-20%,-0%,-97%,-109%
EPS in Rs,-0.06,0.28,0.10,0.25,0.86,0.51,0.27,0.18,0.23,0.41,0.27,0.01,-0.02
Raw PDF,,,,,,,,,,,,,
