Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1253,1284,1409,1441,1490,1489,1576,1561,1510,1543,1679,1806,1864
  └─ YOY Sales Growth %,29.72%,29.25%,25.70%,21.10%,18.96%,15.93%,11.90%,8.32%,1.28%,3.61%,6.54%,15.67%,23.50%
Expenses,1171,1213,1324,1350,1385,1395,1452,1429,1373,1412,1530,1648,1695
  └─ Material Cost %,77%,79%,78%,78%,77%,78%,76%,75%,73%,74%,74%,74%,74%
  └─ Employee Cost %,12%,11%,11%,11%,11%,11%,11%,12%,13%,13%,13%,13%,13%
Operating Profit,82,71,85,92,106,94,124,133,136,131,149,159,169
OPM %,7%,6%,6%,6%,7%,6%,8%,8%,9%,8%,9%,9%,9%
Other Income,14,9,10,10,10,9,12,13,16,15,17,18,21
  └─ Other income normal,13.69,9.39,10.37,9.79,10.46,8.71,11.60,12.52,15.79,15.02,17.47,18.24,20.60
Interest,22,23,24,24,25,25,25,26,27,27,29,31,33
Depreciation,56,52,55,57,59,60,63,62,64,66,69,73,76
Profit before tax,17,5,16,20,32,18,48,57,61,53,69,73,80
Tax %,-54%,26%,12%,31%,-5%,19%,19%,19%,16%,20%,19%,21%,20%
Net Profit,27,4,15,14,34,14,39,46,51,42,56,58,64
  └─ Minority share,0,0,0,0,-0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,27,4,15,14,34,14,39,46,51,42,56,58,64
  └─ Profit for PE,27,4,15,14,33,14,39,46,51,42,56,58,64
  └─ Profit for EPS,27,4,15,14,33,14,39,46,51,42,56,58,64
  └─ YOY Profit Growth %,127%,18%,122%,2%,26%,279%,166%,234%,54%,195%,43%,26%,25%
EPS in Rs,2.23,0.32,1.22,1.15,2.79,1.20,3.24,3.83,4.29,3.54,4.63,4.82,5.33
Raw PDF,,,,,,,,,,,,,
