Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2328,2284,2555,3055,3376,3054,2566,2603,2691,2010,2423,2273,2548
  └─ YOY Sales Growth %,7.16%,16.95%,16.80%,19.73%,44.99%,33.70%,0.43%,-14.79%,-20.28%,-34.17%,-5.59%,-12.67%,-5.31%
Expenses,2070,2213,2491,2822,3118,2970,2339,2605,2400,2096,2605,2024,2510
  └─ Material Cost %,78%,85%,86%,81%,79%,87%,80%,84%,71%,91%,92%,70%,72%
  └─ Employee Cost %,2%,2%,2%,2%,1%,2%,2%,2%,2%,2%,2%,2%,3%
Operating Profit,259,71,64,233,258,84,227,-2,292,-86,-182,249,39
OPM %,11%,3%,3%,8%,8%,3%,9%,-0%,11%,-4%,-8%,11%,2%
Other Income,42,71,10,7,10,21,12,32,61,10,38,27,62
  └─ Other income normal,42,71,10,7,10,21,12,32,61,10,38,27,62
Interest,190,214,217,244,243,214,211,194,192,193,184,178,181
Depreciation,60,64,64,69,69,69,70,70,70,72,73,74,73
Profit before tax,50,-137,-207,-74,-44,-178,-41,-234,91,-341,-401,24,-153
Tax %,12%,1%,-1%,133%,152%,-7%,-44%,-13%,-2%,-23%,-8%,261%,-21%
Net Profit,45,-139,-206,-172,-111,-166,-23,-204,93,-264,-369,-38,-121
  └─ Minority share,-2,1,1,-1,-1,1,1,0,-2,1,1,-0,-1
  └─ Profit excl Excep,45,-139,-206,-172,-111,-166,-23,-204,93,-264,-369,-38,-121
  └─ Profit for PE,43,-138,-205,-172,-112,-166,-22,-204,92,-263,-369,-38,-122
  └─ Profit for EPS,43,-138,-205,-172,-112,-166,-22,-204,92,-263,-369,-38,-122
  └─ YOY Profit Growth %,-73%,-22%,-46%,-1305%,-361%,-20%,89%,-18%,182%,-59%,-1553%,81%,-233%
EPS in Rs,0.20,-0.65,-0.96,-0.81,-0.52,-0.78,-0.10,-0.96,0.43,-1.24,-1.73,-0.18,-0.57
Raw PDF,,,,,,,,,,,,,
