Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,75,71,80,88,100,91,93,89,95,104,120,128,149
  └─ YOY Sales Growth %,-11%,9%,18%,22%,33%,28%,17%,1%,-5%,15%,29%,43%,57%
Expenses,61,61,66,74,84,81,82,84,89,93,103,105,128
  └─ Material Cost %,46.60%,47.76%,45.15%,46.90%,47.42%,51.99%,47.25%,48.86%,50.33%,49.80%,47.62%,46.68%,47.51%
  └─ Employee Cost %,13.19%,14.94%,13.59%,13.10%,12.12%,13.13%,15.75%,16.45%,15.00%,15.13%,13.06%,13.40%,11.37%
Operating Profit,14,10,14,14,16,9,12,5,6,11,17,22,21
OPM %,19%,14%,17%,16%,16%,10%,12%,6%,7%,11%,14%,18%,14%
Other Income,1,3,3,4,4,6,5,-0,-1,6,2,5,2
  └─ Other income normal,0.87,3.32,3.22,3.68,3.68,5.88,5.12,-0.13,-0.97,6.35,2.05,4.61,2.46
Interest,0,0,0,0,0,0,0,1,1,1,1,1,1
Depreciation,3,3,3,3,3,3,3,3,3,4,5,5,5
Profit before tax,12,10,14,14,16,12,13,1,1,12,13,21,18
Tax %,23%,16%,25%,30%,23%,22%,26%,-1%,49%,22%,26%,24%,24%
Net Profit,9,9,10,10,12,9,10,1,1,9,10,16,13
  └─ Profit excl Excep,9,9,10,10,12,9,10,1,1,9,10,16,13
  └─ Profit for PE,9,9,10,10,12,9,10,1,1,9,10,16,13
  └─ Profit for EPS,9,9,10,10,12,9,10,1,1,9,10,16,13
  └─ YOY Profit Growth %,36%,1537%,124%,55%,32%,8%,-6%,-87%,-96%,0%,-2%,1126%,2398%
EPS in Rs,15.09,13.77,16.96,16.24,19.94,14.92,15.88,2.07,0.87,14.96,15.59,25.40,21.84
Raw PDF,,,,,,,,,,,,,
