Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,118,135,206,221,302,154,141,121,408,242,205,179,641
  └─ YOY Sales Growth %,-43%,10%,-20%,26%,156%,14%,-32%,-45%,35%,57%,46%,48%,57%
Expenses,126,104,177,202,312,157,142,136,359,220,210,196,571
  └─ Material Cost %,1%,-13%,6%,36%,79%,7%,68%,68%,63%,-4%,66%,64%,50%
  └─ Employee Cost %,16%,14%,11%,10%,7%,15%,16%,19%,6%,10%,14%,15%,4%
Operating Profit,-8,31,29,19,-10,-3,-1,-15,49,22,-5,-17,70
OPM %,-7%,23%,14%,9%,-3%,-2%,-1%,-13%,12%,9%,-2%,-10%,11%
Other Income,54,28,25,24,56,60,15,59,40,24,28,30,22
  └─ Other income normal,54.49,28.23,25.16,24.31,56.13,60.12,14.77,58.68,40.35,24.08,28.43,30.08,21.85
Interest,31,33,26,28,31,27,27,27,24,22,22,23,19
Depreciation,2,2,2,2,3,3,3,3,2,2,2,3,3
Profit before tax,14,24,26,14,12,27,-16,14,63,22,-1,-13,70
Tax %,-15%,32%,22%,-34%,-63%,36%,-95%,8%,24%,6%,-872%,-45%,-12%
Net Profit,16,17,20,18,20,17,-1,13,48,21,9,-7,79
  └─ Minority share,-1,0,-0,0,0,-0,-0,0,0,0,0,0,0
  └─ Profit excl Excep,16,17,20,18,20,17,-1,13,48,21,9,-7,79
  └─ Profit for PE,15,17,20,18,20,17,-1,13,48,21,9,-7,79
  └─ Profit for EPS,15,17,20,18,20,17,-1,13,48,21,9,-7,79
  └─ YOY Profit Growth %,-77%,89%,3%,-17%,33%,5%,-105%,-30%,136%,18%,966%,-153%,64%
EPS in Rs,0.90,0.98,1.19,1.09,1.19,1.02,-0.06,0.76,2.80,1.21,0.50,-0.40,4.60
Raw PDF,,,,,,,,,,,,,
