Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1,1,1,8,9,29,41,37,83,56,47,73,255
  └─ YOY Sales Growth %,-38%,-3%,236%,294%,1613%,2888%,2823%,343%,832%,95%,14%,97%,206%
Expenses,7,1,5,13,21,24,31,28,66,43,33,56,149
  └─ Material Cost %,-211.54%,-398.96%,-100.00%,52.59%,-314.14%,54.08%,50.36%,40.37%,57.12%,49.58%,38.90%,34.86%,39.61%
  └─ Employee Cost %,482.69%,255.21%,192.91%,36.94%,40.74%,12.52%,9.24%,13.94%,7.85%,11.78%,15.68%,12.44%,3.71%
Operating Profit,-7,-0,-3,-4,-12,5,10,9,17,13,14,17,105
OPM %,-1269%,-52%,-242%,-54%,-139%,17%,25%,23%,21%,22%,30%,23%,41%
Other Income,-2,0,0,0,0,0,0,0,1,0,0,0,1
  └─ Other income normal,-1.51,0.47,0.26,0.50,0.08,0.24,0.26,0.33,0.62,0.36,0.49,0.48,0.92
Interest,-1,0,0,1,1,1,3,1,2,3,5,9,12
Depreciation,1,1,1,3,1,1,1,1,1,1,1,2,2
Profit before tax,-8,-1,-4,-9,-13,3,7,7,15,10,9,6,92
Tax %,2%,9%,10%,1%,-5%,-4%,-0%,-1%,-114%,22%,28%,3%,26%
Net Profit,-8,-1,-5,-9,-13,4,7,7,33,7,7,6,68
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,-0,0
  └─ Profit excl Excep,-8,-1,-5,-9,-13,4,7,7,33,7,7,6,68
  └─ Profit for PE,-8,-1,-4,-8,-13,4,7,7,33,7,7,6,68
  └─ Profit for EPS,-8,-1,-4,-8,-13,4,7,7,33,7,7,6,68
  └─ YOY Profit Growth %,-86%,74%,4%,-134%,-53%,511%,255%,184%,358%,106%,-4%,-16%,109%
EPS in Rs,-5.33,-0.57,-2.85,-5.07,-7.53,2.16,4.09,4.28,19.45,4.45,3.92,3.59,40.63
Raw PDF,,,,,,,,,,,,,
