Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,743,731,787,782,884,891,922,868,865,854,1138,1200,1258
  └─ YOY Sales Growth %,35.54%,25.18%,20.61%,15.78%,19.06%,21.85%,17.11%,11.01%,-2.19%,-4.18%,23.43%,38.24%,45.42%
Expenses,543,529,567,549,637,642,670,634,633,648,854,904,962
  └─ Material Cost %,45.76%,43.11%,45.12%,40.64%,43.64%,42.50%,44.13%,44.09%,43.52%,44.40%,48.01%,47.78%,47.54%
  └─ Employee Cost %,6.13%,6.72%,6.99%,9.36%,8.23%,8.53%,8.57%,9.40%,9.07%,10.28%,9.05%,9.80%,10.00%
Operating Profit,200,203,220,233,247,249,252,234,231,206,284,296,296
OPM %,27%,28%,28%,30%,28%,28%,27%,27%,27%,24%,25%,25%,24%
Other Income,3,3,4,-0,9,9,13,41,53,32,21,-14,33
  └─ Exceptional items,-3.37,-2.84,-5.87,0.00,0.00,0.00,-11.01,-5.70,-2.57,-9.17,-1.67,-40.14,0.00
  └─ Other income normal,5.90,6.15,9.44,-0.24,8.61,8.81,23.94,46.85,55.83,41.18,22.18,25.97,33.33
Interest,5,5,6,7,7,9,11,6,5,5,5,5,8
Depreciation,48,51,53,56,60,61,63,67,65,67,72,75,74
Profit before tax,150,150,164,169,189,189,192,203,215,165,228,201,247
Tax %,20%,25%,24%,21%,21%,25%,25%,26%,24%,26%,25%,25%,24%
Net Profit,120,112,124,134,148,142,144,151,164,122,170,150,187
  └─ Minority share,-0,-0,-0,-1,1,0,0,0,0,3,2,1,5
  └─ Exceptional items AT,-3,-2,-4,-0,-0,-0,-8,-4,-2,-7,-1,-30,-0
  └─ Profit excl Excep,122,114,129,134,148,142,152,155,166,128,172,180,187
  └─ Profit for PE,122,114,128,133,149,142,152,155,166,131,174,181,192
  └─ Profit for EPS,120,112,124,133,149,142,144,151,164,125,173,151,192
  └─ YOY Profit Growth %,17%,51%,39%,24%,21%,24%,19%,17%,12%,-7%,14%,16%,16%
EPS in Rs,2.05,1.91,2.12,2.26,2.54,2.42,2.32,2.43,2.64,2.01,2.78,2.43,3.09
Raw PDF,,,,,,,,,,,,,
