Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,49,51,78,82,80,70,73,71,65,57,84,72,49
  └─ YOY Sales Growth %,-52.48%,-15.78%,-22.37%,22.63%,62.40%,36.64%,-6.21%,-13.81%,-18.61%,-18.58%,13.65%,1.32%,-25.19%
Expenses,65,67,67,70,70,68,70,74,74,67,74,71,78
  └─ Material Cost %,3%,2%,3%,2%,2%,2%,3%,2%,2%,1%,3%,1%,1%
  └─ Employee Cost %,77%,76%,53%,53%,55%,63%,64%,64%,75%,77%,58%,62%,94%
Operating Profit,-16,-15,11,12,10,3,3,-4,-8,-10,9,0,-29
OPM %,-33%,-29%,14%,14%,13%,4%,4%,-5%,-13%,-17%,11%,1%,-60%
Other Income,10,5,6,4,7,5,5,5,6,6,4,9,4
  └─ Other income normal,10.06,4.73,5.69,4.15,6.82,5.06,5.20,4.91,5.60,5.75,4.38,8.95,3.75
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,4,3,3,3,3,3,3,3,4,3,3,4,4
Profit before tax,-10,-13,13,13,14,5,5,-2,-7,-7,10,6,-30
Tax %,-33%,-4%,4%,20%,-4%,16%,18%,-105%,-51%,-21%,23%,-15%,-33%
Net Profit,-7,-13,13,10,14,4,4,0,-3,-6,8,7,-20
  └─ Profit excl Excep,-7,-13,13,10,14,4,4,0,-3,-6,8,7,-20
  └─ Profit for PE,-7,-13,13,10,14,4,4,0,-3,-6,8,7,-20
  └─ Profit for EPS,-7,-13,13,10,14,4,4,0,-3,-6,8,7,-20
  └─ YOY Profit Growth %,-124%,-7189%,-42%,208%,311%,132%,-68%,-99%,-123%,-237%,91%,5909%,-514%
EPS in Rs,-1.25,-2.40,2.43,1.89,2.62,0.75,0.77,0.02,-0.60,-1.02,1.46,1.22,-3.68
Raw PDF,,,,,,,,,,,,,
