Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,695,355,586,503,648,307,608,571,736,389,706,624,853
  └─ YOY Sales Growth %,10.69%,-11.06%,-7.84%,0.24%,-6.85%,-13.57%,3.75%,13.38%,13.65%,26.94%,16.08%,9.35%,15.91%
Expenses,574,332,498,435,542,297,519,504,625,369,598,556,716
  └─ Material Cost %,53%,45%,49%,46%,49%,39%,50%,48%,51%,43%,46%,45%,51%
  └─ Employee Cost %,7%,11%,8%,9%,7%,13%,8%,8%,7%,12%,8%,8%,7%
Operating Profit,121,23,88,69,106,10,89,66,111,21,107,68,137
OPM %,17%,6%,15%,14%,16%,3%,15%,12%,15%,5%,15%,11%,16%
Other Income,10,8,12,11,6,24,21,16,14,12,37,16,18
  └─ Other income normal,10.34,8.19,11.91,11.09,6.41,24.06,21.44,16.23,13.60,11.96,37.19,16.26,17.93
Interest,5,4,5,6,5,5,6,6,8,6,9,10,9
Depreciation,14,14,14,14,14,14,14,15,18,20,21,20,18
Profit before tax,113,13,81,60,93,15,91,62,100,6,115,55,127
Tax %,22%,24%,24%,26%,26%,25%,25%,26%,28%,28%,25%,23%,23%
Net Profit,88,10,61,44,69,12,68,45,72,5,87,42,98
  └─ Profit excl Excep,88,10,61,44,69,12,68,45,72,5,87,42,98
  └─ Profit for PE,88,10,61,44,69,12,68,45,72,5,87,42,98
  └─ Profit for EPS,88,10,61,44,69,12,68,45,72,5,87,42,98
  └─ YOY Profit Growth %,7%,-68%,-24%,-14%,-22%,15%,11%,2%,4%,-60%,27%,-8%,36%
EPS in Rs,18.81,2.13,13.08,9.79,15.21,2.53,15.03,10.00,15.88,1.02,19.11,9.21,21.55
Raw PDF,,,,,,,,,,,,,
