Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,17.63,14.27,14.36,14.94,14.51,12.41,12.24,12.36,12.49,12.46,12.17,12.36,8.43
  └─ YOY Sales Growth %,7.50%,-13.62%,-13.60%,-13.54%,-17.70%,-13.03%,-14.76%,-17.27%,-13.92%,0.40%,-0.57%,0.00%,-32.51%
Expenses,16.86,16.56,15.68,15.79,16.22,15.02,15.08,15.27,16.03,14.45,14.27,14.73,9.68
  └─ Employee Cost %,22.92%,29.43%,29.32%,27.51%,29.22%,23.45%,19.20%,20.23%,19.30%,17.90%,21.61%,26.13%,31.67%
Operating Profit,0.77,-2.29,-1.32,-0.85,-1.71,-2.61,-2.84,-2.91,-3.54,-1.99,-2.10,-2.37,-1.25
OPM %,4.37%,-16.05%,-9.19%,-5.69%,-11.78%,-21.03%,-23.20%,-23.54%,-28.34%,-15.97%,-17.26%,-19.17%,-14.83%
Other Income,11.96,7.03,7.19,6.50,7.01,6.51,6.82,6.50,7.15,6.36,6.44,6.54,5.91
  └─ Exceptional items,7.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,4.04,7.03,7.19,6.50,7.01,6.51,6.82,6.50,7.15,6.36,6.44,6.54,5.91
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,1.06,0.83,0.64,0.58,0.56,0.36,0.37,0.37,0.36,0.36,0.35,0.35,0.34
Profit before tax,11.67,3.91,5.23,5.07,4.74,3.54,3.61,3.22,3.25,4.01,3.99,3.82,4.32
Tax %,1.03%,27.88%,39.39%,28.60%,22.15%,18.08%,13.57%,14.91%,1.54%,22.69%,23.31%,21.20%,25.46%
Net Profit,11.54,2.82,3.18,3.62,3.69,2.90,3.12,2.74,3.20,3.10,3.06,3.01,3.22
  └─ Exceptional items AT,7.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,4.21,2.82,3.18,3.62,3.69,2.90,3.12,2.74,3.20,3.10,3.06,3.01,3.22
  └─ Profit for PE,4.21,2.82,3.18,3.62,3.69,2.90,3.12,2.74,3.20,3.10,3.06,3.01,3.22
  └─ Profit for EPS,11.54,2.82,3.18,3.62,3.69,2.90,3.12,2.74,3.20,3.10,3.06,3.01,3.22
  └─ YOY Profit Growth %,293.46%,100.00%,40.71%,53.39%,-12.35%,2.84%,-1.89%,-24.31%,-13.28%,6.90%,-1.92%,9.85%,0.62%
EPS in Rs,7.64,1.87,2.11,2.40,2.44,1.92,2.07,1.81,2.12,2.05,2.03,1.99,2.13
Raw PDF,,,,,,,,,,,,,
