Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,618,653,716,783,812,835,836,772,874,840,827,862,2240
  └─ YOY Sales Growth %,11%,14%,20%,29%,32%,28%,17%,-1%,8%,1%,-1%,12%,156%
Expenses,66,64,141,79,142,77,77,80,165,144,113,100,1351
  └─ Material Cost %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,8%,6%,3%,1%,55%
  └─ Employee Cost %,1%,1%,9%,2%,3%,2%,2%,2%,2%,2%,2%,3%,1%
Operating Profit,551,589,576,704,671,759,759,692,710,696,714,763,889
OPM %,89%,90%,80%,90%,83%,91%,91%,90%,81%,83%,86%,88%,40%
Other Income,7,1,4,6,12,38,4,32,46,33,37,46,67
  └─ Other income normal,7,1,4,6,12,38,4,32,46,33,37,46,67
Interest,253,285,321,350,352,377,384,370,363,380,425,407,439
Depreciation,181,191,222,262,264,273,276,279,273,275,291,292,287
Profit before tax,124,115,37,97,66,146,103,75,120,74,35,110,230
Tax %,-10%,7%,-6%,6%,12%,6%,4%,23%,2%,-2%,-9%,9%,20%
Net Profit,137,107,39,92,58,137,99,58,117,75,39,100,185
  └─ Minority share,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,4,-3,-3
  └─ Profit excl Excep,137,107,39,92,58,137,99,58,117,75,39,100,185
  └─ Profit for PE,135,104,36,89,56,134,96,55,114,72,43,96,182
  └─ Profit for EPS,135,104,36,89,56,134,96,55,114,72,43,96,182
  └─ YOY Profit Growth %,40%,29%,-71%,-24%,-59%,29%,166%,-39%,105%,-46%,-55%,76%,60%
EPS in Rs,1.93,1.49,0.49,1.14,0.71,1.71,1.22,0.66,1.36,0.87,0.52,1.12,1.91
Raw PDF,,,,,,,,,,,,,
