Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,58335,47882,51024,55128,67079,55120,61555,64668,74392,63679,67984,71450,82762
  └─ YOY Sales Growth %,10.38%,33.55%,19.32%,18.84%,14.99%,15.12%,20.64%,17.31%,10.90%,15.53%,10.44%,10.49%,11.25%
Expenses,49981,41566,43984,47929,58426,48074,53638,56770,64516,55655,59470,62259,72343
  └─ Material Cost %,37.26%,32.44%,33.04%,32.73%,38.62%,32.38%,37.51%,35.25%,38.23%,31.91%,34.92%,33.31%,33.66%
  └─ Employee Cost %,17.11%,20.65%,20.18%,18.60%,16.00%,20.04%,18.61%,18.42%,16.61%,19.85%,19.10%,17.91%,16.63%
Operating Profit,8354,6316,7040,7199,8653,7046,7917,7898,9876,8024,8513,9190,10419
OPM %,14%,13%,14%,13%,13%,13%,13%,12%,13%,13%,13%,13%,13%
Other Income,741,1146,1133,838,1135,921,1101,968,1610,1357,1384,-350,1647
  └─ Exceptional items,0,0,0,0,94,0,0,0,475,0,0,-1791,69
  └─ Other income normal,741,1146,1133,838,1042,921,1101,968,1135,1357,1384,1441,1579
Interest,2334,2299,2272,2344,2345,2292,2439,2486,2419,2488,2470,2399,2488
Depreciation,854,830,910,921,1021,998,1024,1047,1052,1033,1092,1072,1168
Profit before tax,5907,4332,4991,4772,6422,4677,5555,5333,8014,5860,6336,5370,8410
Tax %,25%,28%,23%,25%,22%,26%,26%,25%,23%,26%,26%,29%,25%
Net Profit,4459,3096,3846,3593,5013,3445,4099,3974,6156,4318,4678,3825,6133
  └─ Profit from Associates,12,-21,-10,-2,10,5,-14,-27,22,-7,-9,-5,-184
  └─ Minority share,-472,-603,-623,-645,-617,-659,-704,-615,-659,-701,-752,-610,-807
  └─ Exceptional items AT,0,0,0,0,70,0,0,0,363,0,0,-1277,51
  └─ Profit excl Excep,4459,3096,3846,3593,4943,3445,4099,3974,5792,4318,4678,5102,6082
  └─ Profit for PE,3987,2493,3223,2947,4334,2786,3395,3359,5173,3617,3926,4289,5282
  └─ Profit for EPS,3987,2493,3223,2947,4396,2786,3395,3359,5497,3617,3926,3215,5326
  └─ YOY Profit Growth %,10%,46%,45%,19%,9%,12%,5%,14%,19%,30%,16%,28%,2%
EPS in Rs,28.37,17.74,23.45,21.44,31.98,20.26,24.69,24.43,39.97,26.30,28.54,23.37,38.71
Raw PDF,,,,,,,,,,,,,
