Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2503,2667,2869,3002,2783,2761,2844,3433,2946,3021,3173,3691,3054
  └─ YOY Sales Growth %,-1.30%,10.25%,-1.44%,8.04%,11.20%,3.52%,-0.87%,14.36%,5.86%,9.42%,11.57%,7.52%,3.67%
Expenses,2268,1955,2401,2516,2449,2049,2344,2868,2437,2383,2514,3077,2461
  └─ Material Cost %,54%,46%,56%,56%,54%,47%,55%,55%,56%,47%,53%,53%,53%
  └─ Employee Cost %,5%,5%,5%,5%,5%,5%,6%,5%,5%,5%,6%,5%,5%
Operating Profit,235,712,468,486,334,712,500,565,509,638,659,614,593
OPM %,9%,27%,16%,16%,12%,26%,18%,16%,17%,21%,21%,17%,19%
Other Income,0,5,71,52,80,35,54,7,136,58,51,28,226
  └─ Exceptional items,-18,-17,31,0,-31,0,0,-65,-37,-14,-30,-17,-69
  └─ Other income normal,18,22,40,52,111,35,54,72,173,72,81,45,295
Interest,36,4,27,16,29,22,25,20,22,49,21,19,69
Depreciation,69,74,66,63,73,72,69,72,70,76,65,80,76
Profit before tax,130,639,446,459,312,653,460,480,553,571,624,543,674
Tax %,21%,25%,24%,24%,23%,26%,26%,30%,24%,27%,26%,23%,20%
Net Profit,103,477,339,350,241,485,341,335,421,417,464,418,539
  └─ Exceptional items AT,-13,-13,24,0,-20,0,0,-45,-37,-10,-22,-14,-57
  └─ Profit excl Excep,116,490,315,350,261,485,341,380,458,427,486,432,596
  └─ Profit for PE,116,490,315,350,261,485,341,380,458,427,486,432,596
  └─ Profit for EPS,103,477,339,350,241,485,341,335,421,417,464,418,539
  └─ YOY Profit Growth %,-57%,65%,17%,-4%,126%,-1%,8%,9%,75%,-12%,43%,14%,30%
EPS in Rs,1.41,6.56,4.66,4.81,3.31,6.67,4.69,4.61,5.79,5.73,6.38,5.75,7.41
Raw PDF,,,,,,,,,,,,,
