Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,38,23,23,42,45,29,27,49,74,40,62,63,78
  └─ YOY Sales Growth %,9.12%,-10.99%,-6.36%,19.47%,17.52%,28.01%,17.58%,15.16%,64.05%,36.66%,128.22%,29.11%,5.23%
Expenses,31,20,19,33,37,25,24,40,58,34,48,46,57
  └─ Material Cost %,41.10%,47.72%,43.23%,50.60%,52.23%,45.80%,43.93%,48.99%,32.79%,16.61%,10.38%,15.99%,17.25%
  └─ Employee Cost %,11.93%,24.05%,19.94%,16.75%,16.42%,23.21%,22.92%,13.89%,10.29%,17.75%,13.74%,14.54%,13.99%
Operating Profit,7,3,4,9,8,5,3,9,15,6,14,17,20
OPM %,20%,15%,17%,22%,17%,16%,13%,18%,21%,14%,23%,27%,26%
Other Income,1,1,1,1,1,3,2,1,2,1,2,1,2
  └─ Other income normal,0.73,0.52,0.88,1.09,1.13,2.65,1.64,1.34,1.77,1.40,1.77,0.73,1.74
Interest,2,2,2,2,2,2,2,2,2,2,2,2,2
Depreciation,2,2,2,3,3,2,2,3,2,2,3,3,3
Profit before tax,5,0,1,5,4,3,1,5,13,3,11,13,17
Tax %,20%,22%,27%,22%,27%,27%,20%,24%,22%,23%,24%,27%,22%
Net Profit,4,0,1,4,3,2,0,4,10,2,8,9,13
  └─ Profit excl Excep,3.73,0.36,0.91,4.20,2.80,1.87,0.40,4.16,9.99,2.40,8.36,9.22,13.05
  └─ Profit for PE,3.73,0.36,0.91,4.20,2.80,1.87,0.40,4.16,9.99,2.40,8.36,9.22,13.05
  └─ Profit for EPS,3.73,0.36,0.91,4.20,2.80,1.87,0.40,4.16,9.99,2.40,8.36,9.22,13.05
  └─ YOY Profit Growth %,-14.84%,-79.19%,-59.73%,236.00%,-24.93%,419.44%,-56.04%,-0.95%,256.79%,28.34%,1990.00%,121.63%,30.63%
EPS in Rs,1.34,0.13,0.33,1.51,1.00,0.67,0.14,1.49,3.35,0.80,2.80,3.09,4.37
Raw PDF,,,,,,,,,,,,,
