Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,356,407,431,499,506,520,543,602,602,621,647,717,724
  └─ YOY Sales Growth %,12.93%,17.01%,21.63%,32.61%,42.27%,27.77%,25.87%,20.65%,18.97%,19.49%,19.13%,19.25%,20.28%
Expenses,287,328,344,402,408,415,430,470,468,481,501,554,563
  └─ Employee Cost %,13.86%,13.82%,13.30%,12.35%,11.86%,11.29%,10.45%,9.57%,9.68%,9.81%,9.76%,8.88%,8.76%
Operating Profit,69,78,87,97,98,104,113,131,134,140,146,163,161
OPM %,19%,19%,20%,19%,19%,20%,21%,22%,22%,23%,23%,23%,22%
Other Income,18,10,10,10,27,25,29,21,19,17,22,18,21
  └─ Other income normal,17.52,9.83,9.93,10.17,27.27,25.12,28.82,20.91,18.91,17.17,22.28,17.53,21.27
Interest,3,3,6,5,5,4,4,3,2,2,1,1,1
Depreciation,14,14,18,18,20,19,25,26,27,26,32,33,33
Profit before tax,70,70,73,83,100,107,113,124,124,129,135,146,148
Tax %,11%,6%,9%,8%,13%,19%,19%,19%,17%,18%,18%,18%,19%
Net Profit,62,66,67,77,87,87,92,100,103,106,111,119,120
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,62,66,67,77,87,87,92,100,103,106,111,119,120
  └─ Profit for PE,62,66,67,77,87,87,92,100,103,106,111,119,120
  └─ Profit for EPS,62,66,67,77,87,87,92,100,103,106,111,119,120
  └─ YOY Profit Growth %,-9%,21%,14%,11%,40%,31%,38%,30%,18%,22%,20%,19%,16%
EPS in Rs,4.68,4.97,5.01,5.48,6.24,6.18,6.56,7.13,7.34,7.50,7.86,8.48,8.49
Raw PDF,,,,,,,,,,,,,
