Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3644,3054,3683,2595,2243,2377,4619,4990,4194,4504,6872,5749,4702
  └─ YOY Sales Growth %,91.91%,25.45%,28.61%,-41.00%,-38.45%,-22.16%,25.42%,92.27%,87.00%,89.43%,48.78%,15.21%,12.11%
Expenses,3553,3093,3427,2313,2095,2231,4112,4551,3811,3923,6216,5276,4260
  └─ Material Cost %,82%,84%,79%,72%,74%,72%,71%,83%,69%,68%,77%,77%,72%
  └─ Employee Cost %,2%,2%,2%,2%,3%,2%,2%,2%,2%,2%,1%,2%,2%
Operating Profit,91,-39,256,282,148,146,507,438,383,580,657,472,442
OPM %,2%,-1%,7%,11%,7%,6%,11%,9%,9%,13%,10%,8%,9%
Other Income,70,19,11,9,31,19,20,42,60,34,42,-10,42
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.30,1.88
  └─ Other income normal,70.19,19.18,10.99,8.64,31.23,19.21,20.38,42.36,59.84,34.05,41.72,30.99,39.84
Interest,80,92,96,82,95,91,105,103,119,104,140,127,156
Depreciation,50,47,51,55,58,61,86,88,86,86,90,102,126
Profit before tax,31,-159,120,154,26,13,337,289,238,424,469,233,202
Tax %,67%,-25%,26%,29%,18%,59%,24%,28%,28%,25%,27%,22%,23%
Net Profit,10,-120,89,109,22,5,255,209,172,317,342,182,156
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-32,1
  └─ Profit excl Excep,10,-120,89,109,22,5,255,209,172,317,342,214,154
  └─ Profit for PE,10,-120,89,109,22,5,255,209,172,317,342,214,154
  └─ Profit for EPS,10,-120,89,109,22,5,255,209,172,317,342,182,156
  └─ YOY Profit Growth %,-72%,-291%,75%,-40%,115%,104%,186%,92%,701%,5788%,34%,2%,-10%
EPS in Rs,0.12,-1.47,1.10,1.34,0.26,0.07,3.13,2.57,2.11,3.88,4.19,1.75,1.50
Raw PDF,,,,,,,,,,,,,
