Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,205,190,220,268,279,250,262,292,319,272,293,338,345
  └─ YOY Sales Growth %,,12.95%,26.08%,40.42%,36.32%,31.22%,19.17%,9.06%,14.20%,8.93%,11.77%,15.63%,8.17%
Expenses,135,145,169,183,194,168,170,183,197,182,186,216,233
  └─ Material Cost %,7.10%,8.01%,7.55%,7.72%,6.93%,7.11%,7.42%,7.60%,6.78%,7.96%,7.62%,7.84%,8.56%
  └─ Employee Cost %,16.53%,26.22%,25.46%,21.02%,18.47%,17.70%,17.18%,16.02%,13.96%,17.14%,16.71%,14.74%,14.50%
Operating Profit,70,45,51,85,85,82,92,110,122,90,107,122,112
OPM %,34%,24%,23%,32%,31%,33%,35%,37%,38%,33%,37%,36%,32%
Other Income,15,2,3,-71,14,7,3,2,-15,12,85,3,33
  └─ Exceptional items,7.89,0.00,0.00,-76.83,3.62,0.00,-1.48,-0.38,-19.44,-2.82,81.52,-1.11,24.49
  └─ Other income normal,6.78,1.92,3.28,5.42,10.71,6.92,4.73,2.03,4.79,15.09,3.36,4.15,8.61
Interest,135,108,115,65,58,56,54,60,55,51,43,40,37
Depreciation,23,23,28,31,32,30,29,29,29,29,30,30,38
Profit before tax,-74,-83,-88,-83,11,3,12,22,23,23,120,55,69
Tax %,0%,0%,-0%,-10%,-7%,-21%,-3%,-2%,-103%,17%,17%,13%,-477%
Net Profit,-74,-83,-88,-74,11,4,13,23,46,19,100,48,399
  └─ Minority share,0,0,0,0,0,0,0,0,0,-2,-7,-9,-46
  └─ Exceptional items AT,8,0,0,-77,4,0,-1,-0,-19,-3,68,-1,24
  └─ Profit excl Excep,-82,-83,-88,2,8,4,14,23,65,22,32,49,375
  └─ Profit for PE,-82,-83,-88,2,8,4,14,23,65,20,30,40,332
  └─ Profit for EPS,-74,-83,-88,-74,11,4,13,23,46,17,92,40,354
  └─ YOY Profit Growth %,,17%,7%,103%,109%,105%,116%,861%,746%,368%,110%,74%,408%
EPS in Rs,-8.63,-9.78,-4.04,-3.41,0.52,0.19,0.57,1.04,2.07,0.78,4.18,1.79,15.92
Raw PDF,,,,,,,,,,,,,
