Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,27.80,23.93,24.38,29.73,31.36,25.64,27.41,31.41,33.23,23.76,26.73,33.46,32.97
  └─ YOY Sales Growth %,89.12%,22.15%,14.25%,7.33%,12.81%,7.15%,12.43%,5.65%,5.96%,-7.33%,-2.48%,6.53%,-0.78%
Expenses,18.60,16.75,17.21,18.06,18.53,17.02,18.98,18.65,19.97,17.22,18.66,18.22,22.11
  └─ Material Cost %,9.24%,8.94%,9.60%,9.42%,9.82%,7.84%,8.61%,9.61%,9.09%,8.84%,9.39%,10.40%,9.40%
  └─ Employee Cost %,17.09%,19.01%,19.73%,16.75%,16.93%,19.38%,19.81%,17.45%,17.94%,24.20%,20.73%,17.01%,19.96%
Operating Profit,9.20,7.18,7.17,11.67,12.83,8.62,8.43,12.76,13.26,6.54,8.07,15.24,10.86
OPM %,33.09%,30.00%,29.41%,39.25%,40.91%,33.62%,30.76%,40.62%,39.90%,27.53%,30.19%,45.55%,32.94%
Other Income,1.87,0.22,0.73,0.38,0.70,0.71,0.36,0.32,0.98,0.40,0.28,0.36,0.49
  └─ Other income normal,1.87,0.22,0.73,0.38,0.70,0.71,0.36,0.32,0.98,0.40,0.28,0.36,0.49
Interest,6.30,6.22,6.29,7.11,6.49,5.73,5.58,5.42,5.09,4.43,4.30,4.13,3.63
Depreciation,1.86,1.83,1.86,1.88,1.87,1.89,1.93,1.92,1.87,1.97,2.01,2.01,1.99
Profit before tax,2.91,-0.65,-0.25,3.06,5.17,1.71,1.28,5.74,7.28,0.54,2.04,9.46,5.73
Tax %,492.10%,84.62%,272.00%,50.98%,12.57%,46.78%,62.50%,16.03%,37.09%,27.78%,37.75%,31.29%,38.05%
Net Profit,-11.42,-1.21,-0.93,1.51,4.52,0.91,0.49,4.82,4.58,0.38,1.27,6.50,3.55
  └─ Profit excl Excep,-11.42,-1.21,-0.93,1.51,4.52,0.91,0.49,4.82,4.58,0.38,1.27,6.50,3.55
  └─ Profit for PE,-11.42,-1.21,-0.93,1.51,4.52,0.91,0.49,4.82,4.58,0.38,1.27,6.50,3.55
  └─ Profit for EPS,-11.42,-1.21,-0.93,1.51,4.52,0.91,0.49,4.82,4.58,0.38,1.27,6.50,3.55
  └─ YOY Profit Growth %,-321.40%,5.47%,12.26%,-29.11%,139.58%,175.21%,152.69%,219.21%,1.33%,-58.24%,159.18%,34.85%,-22.49%
EPS in Rs,-5.87,-0.62,-0.48,0.78,2.32,0.47,0.25,2.48,2.13,0.18,0.57,2.83,1.55
Raw PDF,,,,,,,,,,,,,
