Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,539.00,491.86,517.90,451.05,433.24,480.02,528.42,510.90,500.35,599.79,597.46,631.34,637.41
  └─ YOY Sales Growth %,-5.10%,-25.45%,-15.06%,-19.33%,-19.62%,-2.41%,2.03%,13.27%,15.49%,24.95%,13.07%,23.57%,27.39%
Expenses,485.74,451.63,490.17,436.18,402.96,468.97,507.94,494.68,453.86,548.41,542.37,583.67,589.89
  └─ Material Cost %,49%,50%,54%,55%,47%,57%,57%,57%,50%,58%,58%,59%,59%
  └─ Employee Cost %,8%,8%,8%,9%,9%,9%,8%,9%,9%,8%,8%,7%,7%
Operating Profit,53.26,40.23,27.73,14.87,30.28,11.05,20.48,16.22,46.49,51.38,55.09,47.67,47.52
OPM %,9.88%,8.18%,5.35%,3.30%,6.99%,2.30%,3.88%,3.17%,9.29%,8.57%,9.22%,7.55%,7.46%
Other Income,8.41,7.64,15.84,12.16,18.57,27.17,6.63,5.16,-12.87,3.49,10.64,5.76,-15.53
  └─ Exceptional items,-2.38,0.00,0.00,0.00,-4.95,0.00,0.00,-0.93,-23.90,-4.36,3.08,0.83,-23.95
  └─ Other income normal,10.79,7.64,15.84,12.16,23.52,27.17,6.63,6.09,11.03,7.85,7.56,4.93,8.42
Interest,0.65,0.26,0.22,0.69,0.28,0.23,0.24,0.40,1.15,0.64,0.66,0.60,0.58
Depreciation,17.11,18.29,18.60,19.11,19.66,19.13,20.11,20.53,20.97,19.84,20.62,21.06,21.63
Profit before tax,43.91,29.32,24.75,7.23,28.91,18.86,6.76,0.45,11.50,34.39,44.45,31.77,9.78
Tax %,23.14%,26.06%,20.97%,-19.36%,9.69%,16.44%,25.59%,193.33%,46.17%,28.67%,24.50%,27.26%,39.37%
Net Profit,33.74,21.69,19.55,8.64,26.11,15.76,5.03,-0.42,6.19,24.54,33.56,23.10,5.92
  └─ Minority share,-1.44,-0.63,-0.86,1.41,-0.81,-0.96,-0.61,1.20,-0.31,-1.04,-0.89,-0.75,-1.22
  └─ Exceptional items AT,-1.82,0.00,0.00,0.00,-3.74,0.00,0.00,0.48,-17.74,-3.10,2.33,0.83,-18.65
  └─ Profit excl Excep,35.56,21.69,19.55,8.64,29.85,15.76,5.03,-0.90,23.93,27.64,31.23,22.27,24.57
  └─ Profit for PE,34.04,21.06,18.69,10.05,28.92,14.80,4.42,0.30,22.73,26.47,30.40,21.55,19.51
  └─ Profit for EPS,32.30,21.06,18.69,10.05,25.30,14.80,4.42,0.78,5.88,23.50,32.67,22.35,4.70
  └─ YOY Profit Growth %,-57.21%,-72.02%,-56.98%,-75.45%,-15.04%,-29.72%,-76.35%,-97.01%,-21.41%,78.84%,587.82%,7082.32%,-14.19%
EPS in Rs,2.38,1.55,1.38,0.74,1.87,1.09,0.33,0.06,0.43,1.73,2.41,1.65,0.35
Raw PDF,,,,,,,,,,,,,
