Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,10242,11006,12991,12991,13364,14956,13339,13671,14237,14109,13457,12451,14223
  └─ YOY Sales Growth %,-3.36%,-19.80%,84.43%,67.32%,30.48%,35.89%,2.68%,5.23%,6.54%,-5.66%,0.88%,-8.92%,-0.10%
Expenses,8335,7491,7819,8346,8514,8761,8063,8648,9425,8424,8307,8213,9491
  └─ Material Cost %,0.59%,0.21%,0.22%,0.53%,0.75%,0.07%,0.61%,0.79%,1.10%,0.07%,0.08%,0.34%,1.03%
  └─ Employee Cost %,1.46%,1.37%,1.17%,1.16%,1.42%,1.42%,1.28%,1.55%,1.33%,1.57%,1.39%,1.74%,1.62%
Operating Profit,1907,3514,5171,4645,4850,6194,5276,5023,4813,5685,5150,4238,4732
OPM %,19%,32%,40%,36%,36%,41%,40%,37%,34%,40%,38%,34%,33%
Other Income,553,7103,1945,364,518,518,724,1162,298,465,851,543,1766
  └─ Other income normal,553,7103,1945,364,518,518,724,1162,298,465,851,543,1766
Interest,746,883,888,797,820,811,807,957,765,857,842,701,967
Depreciation,817,935,1004,1002,990,996,1059,1170,1085,1089,1193,1135,1147
Profit before tax,898,8800,5224,3210,3558,4906,4134,4059,3261,4204,3966,2945,4384
Tax %,-484%,0%,-26%,15%,23%,20%,20%,28%,20%,21%,27%,16%,3%
Net Profit,5242,8759,6594,2738,2737,3913,3298,2940,2599,3305,2906,2488,4271
  └─ Minority share,0,0,0,0,0,0,34,117,38,80,46,-9,-254
  └─ Profit excl Excep,5242,8759,6594,2738,2737,3913,3298,2940,2599,3305,2906,2488,4271
  └─ Profit for PE,5242,8759,6594,2738,2737,3913,3332,3057,2637,3385,2953,2480,4017
  └─ Profit for EPS,5242,8759,6594,2738,2737,3913,3332,3057,2637,3385,2953,2480,4017
  └─ YOY Profit Growth %,13%,83%,848%,31120%,-48%,-55%,-49%,12%,-4%,-13%,-11%,-19%,52%
EPS in Rs,2.72,4.54,3.42,1.42,1.42,2.03,1.73,1.59,1.37,1.76,1.53,1.29,2.08
Raw PDF,,,,,,,,,,,,,
