Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,42.09,32.98,32.25,36.51,44.06,37.87,42.85,45.74,47.94,39.10,36.51,41.27,44.63
  └─ YOY Sales Growth %,8.42%,-18.77%,-29.97%,-20.75%,4.68%,14.83%,32.87%,25.28%,8.81%,3.25%,-14.80%,-9.77%,-6.90%
Expenses,46.05,38.71,35.81,40.02,50.64,47.08,46.56,49.88,52.06,43.00,43.05,43.17,44.99
  └─ Material Cost %,47.26%,43.63%,41.49%,38.89%,45.12%,39.95%,47.84%,40.03%,43.32%,35.88%,41.06%,38.14%,36.48%
  └─ Employee Cost %,25.07%,29.47%,32.22%,30.40%,24.69%,28.94%,26.67%,26.04%,24.41%,30.33%,32.02%,29.46%,24.56%
Operating Profit,-3.96,-5.73,-3.56,-3.51,-6.58,-9.21,-3.71,-4.14,-4.12,-3.90,-6.54,-1.90,-0.36
OPM %,-9.41%,-17.37%,-11.04%,-9.61%,-14.93%,-24.32%,-8.66%,-9.05%,-8.59%,-9.97%,-17.91%,-4.60%,-0.81%
Other Income,43.01,1.96,-0.31,7.34,-0.11,6.32,2.50,1.52,3.07,2.60,3.30,2.61,4.34
  └─ Exceptional items,39.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,4.00,1.96,-0.31,7.34,-0.11,6.32,2.50,1.52,3.07,2.60,3.30,2.61,4.34
Interest,1.54,1.45,1.78,1.67,1.85,1.89,1.89,1.94,2.22,2.38,2.66,2.66,2.44
Depreciation,4.32,4.16,5.04,4.78,5.05,5.06,5.16,5.07,5.11,5.45,5.83,6.37,6.14
Profit before tax,33.19,-9.38,-10.69,-2.62,-13.59,-9.84,-8.26,-9.63,-8.38,-9.13,-11.73,-8.32,-4.60
Tax %,-0.54%,-2.35%,2.25%,3.82%,-0.15%,-0.81%,70.58%,5.61%,-62.17%,1.97%,0.77%,3.85%,14.35%
Net Profit,33.37,-9.16,-10.93,-2.72,-13.57,-9.77,-14.08,-10.16,-3.18,-9.32,-11.82,-8.64,-5.27
  └─ Exceptional items AT,39,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-6,-9,-11,-3,-14,-10,-14,-10,-3,-9,-12,-9,-5
  └─ Profit for PE,-6,-9,-11,-3,-14,-10,-14,-10,-3,-9,-12,-9,-5
  └─ Profit for EPS,33,-9,-11,-3,-14,-10,-14,-10,-3,-9,-12,-9,-5
  └─ YOY Profit Growth %,14%,-35%,-210%,62%,-141%,-7%,-29%,-274%,77%,5%,16%,15%,-66%
EPS in Rs,12.84,-3.52,-4.20,-1.05,-5.22,-3.76,-5.42,-3.91,-1.22,-3.59,-4.55,-3.32,-1.92
Raw PDF,,,,,,,,,,,,,
