Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,38.89,33.91,39.27,28.77,38.00,37.62,32.70,23.31,27.11,23.42,22.34,19.89,19.39
  └─ YOY Sales Growth %,-21.40%,-18.07%,-26.74%,-33.42%,-2.29%,10.94%,-16.73%,-18.98%,-28.66%,-37.75%,-31.68%,-14.67%,-28.48%
Expenses,34.96,23.91,30.62,17.06,32.69,32.47,25.94,11.80,20.88,20.22,17.27,13.19,25.64
  └─ Material Cost %,13%,4%,25%,7%,7%,10%,5%,-11%,4%,10%,8%,6%,5%
  └─ Employee Cost %,43%,46%,36%,55%,44%,40%,49%,69%,52%,62%,60%,74%,76%
Operating Profit,3.93,10.00,8.65,11.71,5.31,5.15,6.76,11.51,6.23,3.20,5.07,6.70,-6.25
OPM %,10.11%,29.49%,22.03%,40.70%,13.97%,13.69%,20.67%,49.38%,22.98%,13.66%,22.69%,33.69%,-32.23%
Other Income,2.68,2.54,13.23,-4.76,6.11,3.87,3.64,4.01,6.53,3.78,-6.96,3.65,4.06
  └─ Exceptional items,-5.97,1.12,1.49,-7.59,0.00,0.00,0.00,0.00,0.00,0.00,-11.31,-0.08,0.00
  └─ Other income normal,8.65,1.42,11.74,2.83,6.11,3.87,3.64,4.01,6.53,3.78,4.35,3.73,4.06
Interest,5.50,3.29,2.97,3.10,4.50,3.47,3.75,3.60,3.23,2.81,4.16,3.83,4.01
Depreciation,0.48,0.50,0.57,0.55,0.62,0.57,0.63,0.65,0.87,0.66,0.71,0.78,0.77
Profit before tax,0.63,8.75,18.34,3.30,6.30,4.98,6.02,11.27,8.66,3.51,-6.76,5.74,-6.97
Tax %,-1065.08%,0.00%,0.00%,63.03%,0.00%,0.00%,0.00%,0.00%,59.35%,0.00%,0.74%,0.00%,-0.86%
Net Profit,7.34,8.76,18.33,1.21,6.30,4.99,6.02,11.27,3.52,3.51,-6.81,5.74,-6.91
  └─ Exceptional items AT,-6,1,1,-8,0,0,0,0,0,0,-11,-0,0
  └─ Profit excl Excep,13,8,17,9,6,5,6,11,4,4,4,6,-7
  └─ Profit for PE,13,8,17,9,6,5,6,11,4,4,4,6,-7
  └─ Profit for EPS,7,9,18,1,6,5,6,11,4,4,-7,6,-7
  └─ YOY Profit Growth %,-53%,-59%,-65%,13%,-53%,-35%,-64%,28%,-44%,-30%,-26%,-48%,-296%
EPS in Rs,6.67,7.96,16.66,1.10,5.72,4.53,5.47,10.24,3.20,3.19,-6.19,5.22,-6.28
Raw PDF,,,,,,,,,,,,,
