Metric,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022
Sales,1567,1415,1700,1468,783,179,238,459,546,436,693,590,474
  └─ YOY Sales Growth %,,5.16%,6.11%,-0.08%,-50.01%,-87.32%,-86.01%,-68.71%,-30.34%,143.03%,191.39%,28.57%,-13.16%
Expenses,1157,1030,1255,1047,696,167,217,418,474,390,647,529,1086
  └─ Material Cost %,67%,65%,66%,66%,74%,61%,65%,76%,70%,74%,83%,76%,143%
  └─ Employee Cost %,4%,4%,4%,3%,7%,18%,14%,9%,6%,9%,6%,7%,6%
Operating Profit,409,385,445,420,87,12,21,41,72,46,46,61,-612
OPM %,26%,27%,26%,29%,11%,7%,9%,9%,13%,11%,7%,10%,-129%
Other Income,13,11,19,22,-42,137,22,49,6,15,15,28,-1344
  └─ Exceptional items,0,0,0,4,-75,0,0,0,0,0,0,0,-1400
  └─ Other income normal,13,11,19,19,33,137,22,49,6,15,15,28,56
Interest,155,168,172,173,206,200,200,210,207,202,175,192,193
Depreciation,212,243,262,256,272,272,164,174,171,177,172,170,147
Profit before tax,55,-15,29,13,-434,-323,-321,-295,-300,-318,-286,-273,-2296
Tax %,-20%,-44%,26%,9%,-9%,0%,0%,0%,-6%,0%,0%,0%,-0%
Net Profit,67,-9,22,12,-395,-323,-321,-295,-282,-318,-286,-273,-2296
  └─ Minority share,-7,-2,-5,4,41,29,37,22,10,23,14,2,256
  └─ Exceptional items AT,0,0,0,3,-75,0,0,0,0,0,0,0,-1400
  └─ Profit excl Excep,67,-9,22,9,-320,-323,-321,-295,-282,-318,-286,-273,-896
  └─ Profit for PE,60,-11,17,12,-286,-294,-284,-273,-272,-295,-271,-271,-796
  └─ Profit for EPS,60,-11,17,16,-353,-294,-284,-273,-272,-295,-271,-271,-2040
  └─ YOY Profit Growth %,,50%,1198%,-61%,-581%,-2695%,-1768%,-2288%,5%,-0%,4%,1%,-193%
EPS in Rs,1.31,-0.23,0.37,0.34,-7.77,-6.46,-6.23,-5.99,-5.97,-6.49,-5.97,-5.95,-44.84
Raw PDF,,,,,,,,,,,,,
