Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,863,764,902,1026,1164,919,1011,952,1216,1005,1177,1061,1322
  └─ YOY Sales Growth %,18.09%,25.34%,44.75%,38.11%,34.83%,20.40%,12.19%,-7.26%,4.48%,9.30%,16.39%,11.42%,8.76%
Expenses,753,681,812,915,1059,859,938,868,1092,919,1049,965,1199
  └─ Material Cost %,52%,53%,54%,54%,54%,51%,50%,51%,51%,50%,47%,44%,51%
  └─ Employee Cost %,6%,9%,8%,7%,6%,9%,9%,9%,8%,9%,10%,11%,8%
Operating Profit,110,83,90,112,104,60,73,84,124,86,128,96,124
OPM %,13%,11%,10%,11%,9%,7%,7%,9%,10%,9%,11%,9%,9%
Other Income,9,7,8,9,207,11,12,15,18,16,15,15,27
  └─ Exceptional items,0.00,0.00,0.00,0.00,194.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,8.91,6.82,8.46,9.02,12.35,10.78,11.71,14.92,18.14,15.91,14.99,15.21,27.30
Interest,11,11,11,12,14,15,16,15,13,12,15,11,12
Depreciation,10,12,13,14,29,15,17,18,17,21,22,26,29
Profit before tax,98,67,74,95,269,41,53,67,112,70,106,74,110
Tax %,26%,26%,26%,26%,26%,26%,27%,26%,26%,26%,26%,27%,25%
Net Profit,72,50,55,71,200,31,38,50,83,51,79,54,82
  └─ Exceptional items AT,0,0,0,0,142,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,72,50,55,71,58,31,38,50,83,51,79,54,82
  └─ Profit for PE,72,50,55,71,58,31,38,50,83,51,79,54,82
  └─ Profit for EPS,72,50,55,71,200,31,38,50,83,51,79,54,82
  └─ YOY Profit Growth %,70%,32%,41%,57%,-20%,-39%,-30%,-30%,44%,68%,105%,9%,-2%
EPS in Rs,10.77,7.42,8.22,10.55,29.83,4.56,5.73,7.39,12.44,7.64,11.73,8.07,12.24
Raw PDF,,,,,,,,,,,,,
