Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,87,104,225,108,1212,134,279,126,145,325,397,288,61
  └─ YOY Sales Growth %,-3%,14%,20%,10%,1298%,29%,24%,17%,-88%,143%,42%,128%,-58%
Expenses,32,36,33,36,35,61,46,31,42,41,43,41,37
  └─ Material Cost %,4.80%,0.84%,0.82%,1.78%,0.07%,1.63%,0.18%,0.02%,0.30%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,14.22%,12.36%,5.56%,11.26%,1.17%,20.56%,4.14%,8.91%,7.78%,3.40%,2.81%,3.54%,10.74%
Operating Profit,55,68,192,72,1177,73,233,96,103,284,353,247,24
OPM %,63%,66%,85%,67%,97%,54%,83%,76%,71%,87%,89%,86%,39%
Other Income,1326,1375,1479,1602,1563,1554,1335,1694,1695,3428,1630,1846,2278
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,1522,0,0,0
  └─ Other income normal,1326,1375,1479,1602,1563,1554,1335,1694,1695,1906,1630,1846,2278
Interest,5,1,1,1,1,0,0,0,0,0,0,0,0
Depreciation,8,8,8,8,8,8,8,8,8,8,8,8,8
Profit before tax,1368,1434,1662,1665,2731,1618,1559,1781,1789,3704,1976,2084,2293
Tax %,1%,1%,4%,1%,1%,0%,3%,2%,2%,5%,14%,3%,-12%
Net Profit,1353,1416,1588,1645,2716,1615,1510,1750,1751,3504,1690,2018,2577
  └─ Minority share,-0,-0,-97,-0,-0,-4,-74,-2,-25,-17,-131,-2,-2
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,1440,0,0,0
  └─ Profit excl Excep,1353,1416,1588,1645,2716,1615,1510,1750,1751,2064,1690,2018,2577
  └─ Profit for PE,1353,1416,1491,1644,2716,1610,1436,1748,1725,2054,1559,2016,2575
  └─ Profit for EPS,1353,1416,1491,1644,2716,1610,1436,1748,1725,3487,1559,2016,2575
  └─ YOY Profit Growth %,22%,46%,20%,28%,101%,14%,-4%,6%,-36%,28%,9%,15%,49%
EPS in Rs,121.55,127.19,133.98,147.76,244.05,144.70,129.06,157.09,155.04,313.27,140.08,181.16,231.37
Raw PDF,,,,,,,,,,,,,
