Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,10021,10730,11248,11572,12199,12547,12686,12801,10634,12264,11609,11373,11005
  └─ YOY Sales Growth %,27.49%,31.14%,29.17%,22.36%,21.73%,16.94%,12.79%,10.62%,-12.83%,-2.25%,-8.49%,-11.15%,3.49%
Interest,5351,5863,6171,6277,6822,7139,7339,7573,7586,7624,7199,6811,6634
Expenses,4096,4237,4424,4618,4753,4947,5752,5726,6770,5989,6644,6095,5272
  └─ Employee Cost %,11.51%,11.51%,11.89%,12.02%,11.56%,12.62%,13.04%,12.82%,16.47%,14.72%,14.34%,16.75%,15.60%
Financing Profit,574,630,653,677,623,460,-405,-498,-3722,-1350,-2235,-1533,-901
Financing Margin %,6%,6%,6%,6%,5%,4%,-3%,-4%,-35%,-11%,-19%,-13%,-8%
Other Income,2154,2210,2282,2396,2508,2442,2185,2355,709,2157,1651,1707,1714
  └─ Other income normal,2154,2210,2282,2396,2508,2442,2185,2355,709,2157,1651,1707,1714
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,2727,2840,2935,3073,3131,2902,1780,1857,-3013,807,-584,174,813
Tax %,25%,25%,25%,25%,25%,25%,25%,24%,-23%,25%,-25%,26%,27%
Net Profit,2043,2124,2202,2301,2349,2171,1331,1402,-2329,604,-437,128,594
  └─ Profit from Associates,0,0,0,0,0,0,0,-0,0,0,0,0,0
  └─ Profit excl Excep,2043,2124,2202,2301,2349,2171,1331,1402,-2329,604,-437,128,594
  └─ Profit for PE,2043,2124,2202,2301,2349,2171,1331,1402,-2329,604,-437,128,594
  └─ Profit for EPS,2043,2124,2202,2301,2349,2171,1331,1402,-2329,604,-437,128,594
  └─ YOY Profit Growth %,46%,30%,22%,17%,15%,2%,-40%,-39%,-199%,-72%,-133%,-91%,126%
EPS in Rs,26.34,27.38,28.34,29.59,30.18,27.88,17.09,18.00,-29.89,7.75,-5.61,1.64,7.63
Gross NPA %,1.98%,1.94%,1.93%,1.92%,1.92%,2.02%,2.11%,2.25%,3.13%,3.64%,3.60%,3.56%,3.43%
Net NPA %,0.59%,0.58%,0.57%,0.57%,0.57%,0.60%,0.64%,0.68%,0.95%,1.12%,1.04%,1.04%,1.00%
Raw PDF,,,,,,,,,,,,,
