Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1673,2039,1522,1536,1734,2497,1713,1705,2005,2432,1647,1774,2181
  └─ YOY Sales Growth %,-2.01%,-2.04%,-5.58%,17.90%,3.67%,22.48%,12.58%,11.02%,15.61%,-2.58%,-3.84%,4.05%,8.78%
Expenses,1567,1915,1448,1473,1590,2286,1626,1636,1822,2221,1589,1683,2060
  └─ Material Cost %,68%,69%,66%,67%,64%,68%,64%,66%,65%,67%,64%,66%,69%
  └─ Employee Cost %,10%,9%,11%,12%,11%,9%,12%,13%,11%,9%,13%,12%,10%
Operating Profit,106,123,73,63,144,211,87,69,183,211,58,91,121
OPM %,6%,6%,5%,4%,8%,8%,5%,4%,9%,9%,4%,5%,6%
Other Income,32,35,34,36,41,51,49,51,47,54,60,3,53
  └─ Exceptional items,0,0,0,0,-19,0,0,0,7,0,10,-39,0
  └─ Other income normal,32,35,34,36,60,51,49,51,40,54,50,42,53
Interest,6,7,6,9,9,10,11,9,14,15,8,10,12
Depreciation,52,52,49,47,62,56,52,51,54,54,52,51,53
Profit before tax,80,99,52,42,114,196,73,59,162,196,58,33,110
Tax %,20%,22%,27%,29%,30%,26%,27%,25%,26%,26%,27%,18%,27%
Net Profit,64,77,38,30,79,145,54,45,119,146,42,27,80
  └─ Minority share,-1,-2,-2,-2,-2,-1,-2,-1,-0,-0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,0,-13,0,0,0,5,0,6,-28,0
  └─ Profit excl Excep,64,77,38,30,93,145,54,45,114,146,36,55,80
  └─ Profit for PE,63,75,37,28,90,144,52,44,114,146,35,54,80
  └─ Profit for EPS,63,75,37,28,78,144,52,44,119,146,41,26,80
  └─ YOY Profit Growth %,-25%,-11%,-24%,13%,44%,92%,42%,57%,26%,1%,-32%,24%,-30%
EPS in Rs,4.94,5.90,2.88,2.21,6.12,11.34,4.10,3.46,9.40,11.49,3.26,2.09,6.32
Raw PDF,,,,,,,,,,,,,
