Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,379,395,325,618,507,442,416,661,506,464,492,787,676
  └─ YOY Sales Growth %,,29.16%,6.00%,29.31%,33.81%,11.96%,28.05%,7.04%,-0.18%,5.07%,18.42%,18.98%,33.51%
Expenses,319,313,267,513,432,373,352,536,461,387,420,640,564
  └─ Material Cost %,53%,50%,49%,52%,54%,54%,53%,54%,53%,53%,61%,55%,57%
  └─ Employee Cost %,3%,3%,5%,3%,5%,6%,7%,5%,6%,6%,6%,4%,5%
Operating Profit,60,82,58,105,75,69,64,125,45,77,73,147,111
OPM %,16%,21%,18%,17%,15%,16%,15%,19%,9%,17%,15%,19%,16%
Other Income,1,1,2,4,5,2,3,9,50,9,10,31,22
  └─ Other income normal,0.78,1.23,2.40,3.64,4.96,2.35,3.36,8.53,50.12,9.16,9.54,31.38,22.32
Interest,5,6,9,10,10,10,12,13,16,16,19,18,15
Depreciation,13,12,15,16,15,19,21,22,22,21,22,23,22
Profit before tax,42,64,36,82,54,42,35,99,57,49,42,137,96
Tax %,17%,27%,23%,26%,25%,26%,28%,26%,28%,21%,34%,24%,27%
Net Profit,35,47,28,61,41,31,25,73,41,39,28,105,70
  └─ Profit excl Excep,35,47,28,61,41,31,25,73,41,39,28,105,70
  └─ Profit for PE,35,47,28,61,41,31,25,73,41,39,28,105,70
  └─ Profit for EPS,35,47,28,61,41,31,25,73,41,39,28,105,70
  └─ YOY Profit Growth %,,66%,6%,14%,19%,-34%,-10%,20%,1%,26%,10%,43%,70%
EPS in Rs,0.62,0.85,0.50,1.10,0.74,0.55,0.45,1.32,0.75,0.70,0.50,1.89,1.26
Raw PDF,,,,,,,,,,,,,
