Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,8523,9584,10607,10014,10025,10383,11554,11359,11800,12742,14549,15276,15588
  └─ YOY Sales Growth %,23.49%,25.01%,18.35%,18.15%,17.62%,8.34%,8.93%,13.43%,17.71%,22.72%,25.92%,34.48%,32.09%
Expenses,7376,8232,9124,8474,8508,8907,9878,9544,9908,10741,12288,12815,13189
  └─ Material Cost %,62%,61%,64%,61%,61%,60%,61%,60%,59%,59%,60%,60%,61%
  └─ Employee Cost %,10%,9%,8%,9%,9%,9%,8%,8%,8%,9%,8%,8%,8%
Operating Profit,1147,1351,1483,1540,1517,1476,1677,1815,1893,2002,2261,2461,2399
OPM %,13%,14%,14%,15%,15%,14%,15%,16%,16%,16%,16%,16%,15%
Other Income,36,1,11,7,19,15,8,22,18,11,13,-35,30
  └─ Exceptional items,25.74,-3.33,-1.74,0.00,9.66,7.55,0.00,4.50,10.81,0.00,0.00,-50.40,0.00
  └─ Other income normal,10.56,4.18,12.99,6.86,9.15,7.47,7.80,17.72,7.17,11.45,12.88,15.62,30.05
Interest,418,477,517,516,532,517,522,551,635,663,651,651,653
Depreciation,275,265,252,244,264,242,261,260,309,332,341,361,372
Profit before tax,490,611,726,787,740,732,901,1026,967,1019,1282,1414,1404
Tax %,34%,33%,37%,32%,37%,34%,34%,33%,33%,34%,31%,31%,38%
Net Profit,324,409,457,532,464,481,599,685,644,675,880,969,865
  └─ Minority share,-170,-213,-229,-308,-232,-264,-321,-299,-361,-340,-437,-476,-441
  └─ Exceptional items AT,15,-2,-1,0,10,8,0,4,11,0,0,-34,0
  └─ Profit excl Excep,309,412,458,532,454,473,599,681,633,675,880,1003,865
  └─ Profit for PE,147,198,228,224,227,213,278,384,278,336,443,510,424
  └─ Profit for EPS,154,196,228,224,232,217,278,386,283,336,443,493,424
  └─ YOY Profit Growth %,-8%,27%,13%,90%,55%,8%,22%,71%,22%,57%,59%,33%,52%
EPS in Rs,76.02,97.25,112.83,111.03,114.97,107.37,137.76,191.11,140.09,166.11,219.24,244.14,209.96
Raw PDF,,,,,,,,,,,,,
