Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3632,3718,3898,3688,3698,3639,3622,3674,3759,3869,4011,4223,4223
  └─ YOY Sales Growth %,9.68%,2.06%,3.75%,2.07%,1.82%,-2.12%,-7.08%,-0.38%,1.63%,6.32%,10.76%,14.95%,12.37%
Expenses,3256,3261,3308,3138,3217,3139,3200,3359,3396,3467,3490,3652,3686
  └─ Material Cost %,66%,63%,60%,60%,59%,59%,62%,65%,64%,63%,61%,61%,62%
  └─ Employee Cost %,9%,9%,10%,10%,10%,10%,10%,10%,10%,10%,10%,9%,10%
Operating Profit,376,457,589,550,481,500,421,314,363,402,521,571,537
OPM %,10%,12%,15%,15%,13%,14%,12%,9%,10%,10%,13%,14%,13%
Other Income,23,13,5,8,-9,15,11,3,19,34,7,-92,-37
  └─ Exceptional items,10.21,4.35,-2.85,-4.39,-24.46,-0.49,-10.81,-17.55,-2.77,12.58,-7.48,-104.02,-46.67
  └─ Other income normal,12.45,8.33,7.79,12.60,15.63,15.74,21.59,20.66,21.29,21.63,14.30,12.31,9.39
Interest,125,122,109,107,109,112,120,123,121,115,108,106,101
Depreciation,106,106,108,111,112,113,113,114,117,114,116,119,123
Profit before tax,168,242,377,341,252,290,199,80,144,208,304,254,277
Tax %,33%,34%,34%,33%,31%,27%,27%,29%,29%,26%,27%,18%,32%
Net Profit,112,159,249,227,172,218,140,53,99,163,227,208,178
  └─ Profit from Associates,-1,-1,-2,0,-3,7,-4,-5,-4,9,4,-1,-10
  └─ Minority share,-3,-5,-7,-6,-2,-7,-5,0,-2,2,0,0,0
  └─ Exceptional items AT,7,3,-2,-3,-17,-0,-8,-13,-2,9,-5,-34,-31
  └─ Profit excl Excep,105,156,251,230,189,219,148,65,100,154,232,242,209
  └─ Profit for PE,102,151,244,224,186,212,143,65,99,156,232,242,209
  └─ Profit for EPS,108,154,242,221,169,211,135,53,97,165,227,208,178
  └─ YOY Profit Growth %,163%,207%,275%,202%,83%,40%,-42%,-71%,-47%,-26%,63%,271%,112%
EPS in Rs,4.40,6.25,9.83,8.47,6.49,8.11,4.93,1.92,3.54,6.03,8.28,7.21,6.17
Raw PDF,,,,,,,,,,,,,
