Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,96,132,66,100,141,255,242,152,325,158,174,178,178
  └─ YOY Sales Growth %,245.14%,257.30%,99.04%,89.60%,47.47%,92.24%,263.67%,52.94%,129.84%,-37.86%,-28.23%,16.83%,-45.20%
Expenses,61,64,48,57,91,143,162,108,187,94,109,111,129
  └─ Material Cost %,27.90%,21.56%,27.26%,24.36%,33.31%,40.44%,48.28%,41.28%,26.59%,24.04%,27.95%,21.90%,22.44%
  └─ Employee Cost %,14.07%,10.30%,18.05%,14.70%,13.30%,7.71%,8.54%,12.57%,9.03%,20.08%,12.58%,19.57%,21.64%
Operating Profit,35,69,19,42,50,111,80,44,138,64,65,67,50
OPM %,37%,52%,29%,43%,36%,44%,33%,29%,42%,41%,37%,37%,28%
Other Income,-0,3,5,4,5,3,8,22,25,22,26,16,23
  └─ Exceptional items,0.00,0.00,0.00,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00
  └─ Other income normal,-0.02,2.68,5.34,4.24,2.66,3.11,8.47,22.04,24.77,21.79,25.31,15.62,22.70
Interest,1,0,1,1,1,1,2,3,4,3,2,3,2
Depreciation,2,2,2,3,3,3,4,4,5,6,6,6,6
Profit before tax,33,69,22,44,52,110,82,59,154,76,83,73,64
Tax %,29%,30%,37%,32%,27%,28%,23%,28%,26%,30%,26%,24%,27%
Net Profit,23,48,14,30,38,79,63,43,114,53,62,56,47
  └─ Minority share,-3,-1,2,1,-3,-3,-1,-3,-13,-5,-3,-1,-16
  └─ Exceptional items AT,0,0,0,0,2,0,0,0,0,0,1,0,0
  └─ Profit excl Excep,23,48,14,30,36,79,63,43,114,53,61,56,47
  └─ Profit for PE,20,47,15,31,33,77,63,40,101,48,59,55,32
  └─ Profit for EPS,20,47,15,31,35,77,63,40,101,48,59,55,32
  └─ YOY Profit Growth %,480%,531%,170%,267%,65%,63%,310%,30%,203%,-38%,-6%,38%,-69%
EPS in Rs,2.54,5.60,1.82,3.64,4.16,9.14,6.94,4.40,11.19,5.29,6.58,6.07,3.49
Raw PDF,,,,,,,,,,,,,
