Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,20061,21009,22391,23572,24141,24717,25722,26798,29265,28539,28890,29095,28920
  └─ YOY Sales Growth %,6.41%,13.36%,15.80%,20.02%,20.34%,17.65%,14.88%,13.69%,21.22%,15.46%,12.32%,8.57%,-1.18%
Interest,12637,13670,14313,14827,15154,15521,16008,16562,16567,17204,17314,17572,17333
Expenses,-339,-65,-551,791,-589,310,366,429,2148,212,1514,1031,416
  └─ Employee Cost %,0.43%,0.55%,0.52%,0.58%,0.52%,0.52%,0.49%,0.45%,0.59%,0.49%,0.49%,0.52%,0.49%
Financing Profit,7763,7404,8629,7954,9577,8886,9348,9807,10550,11123,10062,10492,11170
Financing Margin %,39%,35%,39%,34%,40%,36%,36%,37%,36%,39%,35%,36%,39%
Other Income,13,9,13,22,35,20,33,24,20,90,11,27,-63
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-18,0
  └─ Other income normal,13,9,13,22,35,20,33,24,20,90,11,46,-63
Depreciation,14,12,13,14,15,12,13,15,16,14,15,18,16
Profit before tax,7762,7401,8629,7961,9597,8894,9368,9816,10554,11199,10057,10502,11092
Tax %,21%,19%,23%,21%,21%,19%,23%,21%,21%,20%,22%,22%,22%
Net Profit,6129,5982,6628,6294,7556,7182,7215,7760,8358,8981,7834,8212,8598
  └─ Minority share,-1452,-1406,-1795,-1567,-1932,-1639,-1912,-1931,-2041,-2115,-2091,-1919,-1599
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-14,0
  └─ Profit excl Excep,6129,5982,6628,6294,7556,7182,7215,7760,8358,8981,7834,8226,8598
  └─ Profit for PE,4677,4576,4833,4727,5624,5543,5302,5829,6316,6866,5743,6303,6999
  └─ Profit for EPS,4677,4576,4833,4727,5624,5543,5302,5829,6316,6866,5743,6292,6999
  └─ YOY Profit Growth %,46%,34%,23%,22%,20%,21%,10%,23%,12%,24%,8%,8%,11%
EPS in Rs,14.17,13.87,14.65,14.33,17.04,16.80,16.07,17.66,19.14,20.81,17.40,19.07,21.21
Gross NPA %,3.66%,3.54%,3.40%,3.13%,3.02%,2.97%,2.62%,2.30%,1.64%,1.47%,1.45%,1.26%,
Net NPA %,1.03%,1.00%,0.98%,0.86%,0.85%,0.84%,0.80%,0.73%,0.38%,0.31%,0.30%,0.23%,
Raw PDF,,,,,,,,,,,,,
