Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,0.00,0.00,0.43,0.00,0.01,0.02,0.02,0.03,11.47,4.63,3.79,8.25,7.30
  └─ YOY Sales Growth %,-100.00%,,,-100.00%,,,-95.35%,,114600.00%,23050.00%,18850.00%,27400.00%,-36.36%
Expenses,38.30,1.80,1.20,1.06,0.29,0.73,0.97,1.30,26.60,2.69,2.23,4.06,4.19
  └─ Material Cost %,,,53.49%,,0.00%,0.00%,1050.00%,400.00%,188.84%,36.29%,36.94%,37.21%,38.63%
  └─ Employee Cost %,,,132.56%,,500.00%,1950.00%,2150.00%,1966.67%,3.05%,14.47%,14.78%,7.03%,7.81%
Operating Profit,-38.30,-1.80,-0.77,-1.06,-0.28,-0.71,-0.95,-1.27,-15.13,1.94,1.56,4.19,3.11
OPM %,,,-179.07%,,-2800.00%,-3550.00%,-4750.00%,-4233.33%,-131.91%,41.90%,41.16%,50.79%,42.60%
Other Income,0.90,0.07,0.32,0.02,0.02,0.02,0.09,0.01,0.03,0.00,0.00,0.01,0.06
  └─ Other income normal,0.90,0.07,0.32,0.02,0.02,0.02,0.09,0.01,0.03,0.00,0.00,0.01,0.06
Interest,2.69,1.06,0.56,0.63,0.77,0.85,1.04,0.95,0.92,0.90,0.74,0.63,0.56
Depreciation,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.06,0.05,0.05,0.05,0.05
Profit before tax,-40.10,-2.81,-1.03,-1.70,-1.06,-1.57,-1.93,-2.25,-16.08,0.99,0.77,3.52,2.56
Tax %,-45.71%,0.00%,0.00%,0.00%,86.79%,0.00%,0.00%,0.00%,60.88%,0.00%,0.00%,0.00%,67.97%
Net Profit,-21.77,-2.80,-1.03,-1.69,-1.97,-1.57,-1.93,-2.25,-25.87,0.99,0.77,3.52,0.82
  └─ Profit excl Excep,-22,-3,-1,-2,-2,-2,-2,-2,-26,1,1,4,1
  └─ Profit for PE,-22,-3,-1,-2,-2,-2,-2,-2,-26,1,1,4,1
  └─ Profit for EPS,-22,-3,-1,-2,-2,-2,-2,-2,-26,1,1,4,1
  └─ YOY Profit Growth %,-371%,-74%,32%,45%,91%,44%,-87%,-33%,-1213%,163%,140%,256%,103%
EPS in Rs,-3.79,-0.49,-0.18,-0.29,-0.34,-0.27,-0.34,-0.39,-4.50,0.17,0.13,0.61,0.14
Raw PDF,,,,,,,,,,,,,
