Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,9.46,16.24,12.39,14.85,24.98,19.22,21.68,19.86,15.76,17.87,12.14,17.03,28.51
  └─ YOY Sales Growth %,,,-48%,-25%,164%,18%,75%,34%,-37%,-7%,-44%,-14%,81%
Expenses,9.03,15.33,11.60,13.86,24.42,18.53,20.95,19.24,15.59,17.62,11.47,15.98,26.34
  └─ Material Cost %,92%,93%,92%,92%,96%,95%,95%,95%,96%,97%,93%,92%,91%
  └─ Employee Cost %,1%,0%,1%,1%,0%,1%,1%,0%,1%,1%,1%,0%,0%
Operating Profit,0.43,0.91,0.79,0.99,0.56,0.69,0.73,0.62,0.17,0.25,0.67,1.05,2.17
OPM %,4.55%,5.60%,6.38%,6.67%,2.24%,3.59%,3.37%,3.12%,1.08%,1.40%,5.52%,6.17%,7.61%
Other Income,0.11,0.00,0.00,0.00,0.26,0.07,0.08,0.06,0.07,0.07,0.07,0.08,0.10
  └─ Other income normal,0.11,0.00,0.00,0.00,0.26,0.07,0.08,0.06,0.07,0.07,0.07,0.08,0.10
Interest,0.08,0.09,0.00,0.02,0.00,0.04,0.05,0.01,0.06,0.03,0.04,0.10,0.21
Depreciation,0.05,0.04,0.03,0.05,0.13,0.06,0.05,0.06,0.05,0.04,0.00,0.09,0.05
Profit before tax,0.41,0.78,0.76,0.92,0.69,0.66,0.71,0.61,0.13,0.25,0.70,0.94,2.01
Tax %,26.83%,14.10%,36.84%,26.09%,27.54%,25.76%,26.76%,22.95%,100.00%,24.00%,24.29%,25.53%,8.96%
Net Profit,0.60,0.65,0.54,0.79,0.58,0.62,0.61,0.90,0.16,0.50,1.44,0.44,2.02
  └─ Profit from Associates,0,0,0,0,0,0,0,0,0,0,1,-0,0
  └─ Profit excl Excep,1,1,1,1,1,1,1,1,0,0,1,0,2
  └─ Profit for PE,1,1,1,1,1,1,1,1,0,0,1,0,2
  └─ Profit for EPS,1,1,1,1,1,1,1,1,0,0,1,0,2
  └─ YOY Profit Growth %,,,-25%,52%,-3%,-5%,13%,14%,-72%,-19%,136%,-51%,1162%
EPS in Rs,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.06,0.01,0.04,0.10,0.03,0.14
Raw PDF,,,,,,,,,,,,,
