Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,833,911,1009,1003,1006,1002,1001,1000,1024,1041,1078,1121,1178
  └─ YOY Sales Growth %,-2.29%,13.87%,18.51%,15.29%,20.64%,10.00%,-0.78%,-0.21%,1.87%,3.84%,7.77%,12.06%,14.95%
Expenses,667,729,812,810,845,814,825,837,861,877,901,931,986
  └─ Employee Cost %,3.68%,3.68%,4.38%,4.61%,4.48%,4.72%,5.43%,5.66%,5.60%,5.91%,6.09%,6.52%,5.71%
Operating Profit,166,182,197,193,160,189,175,163,163,164,177,191,192
OPM %,20%,20%,20%,19%,16%,19%,18%,16%,16%,16%,16%,17%,16%
Other Income,5,5,6,5,26,10,10,9,11,12,9,8,8
  └─ Other income normal,4.83,5.26,6.34,5.07,25.98,9.61,10.26,9.40,10.95,12.01,8.93,7.98,8.35
Interest,0,1,2,2,2,2,2,1,1,1,1,1,1
Depreciation,15,16,23,23,23,23,23,25,27,27,30,32,33
Profit before tax,156,170,179,173,162,174,161,147,146,147,156,165,167
Tax %,23%,20%,20%,19%,20%,19%,19%,19%,20%,20%,20%,20%,19%
Net Profit,120,135,143,140,130,141,130,119,117,118,125,131,134
  └─ Profit excl Excep,120,135,143,140,130,141,130,119,117,118,125,131,134
  └─ Profit for PE,120,135,143,140,130,141,130,119,117,118,125,131,134
  └─ Profit for EPS,120,135,143,140,130,141,130,119,117,118,125,131,134
  └─ YOY Profit Growth %,-14%,35%,29%,20%,8%,4%,-9%,-15%,-10%,-16%,-4%,11%,14%
EPS in Rs,8.95,10.07,10.60,10.42,9.69,10.50,9.68,8.80,8.72,8.80,9.43,9.91,10.13
Raw PDF,,,,,,,,,,,,,
