Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,801,750,798,801,790,758,871,885,918,852,1008,1013,945
  └─ YOY Sales Growth %,42.45%,8.49%,20.05%,8.83%,-1.35%,1.11%,9.16%,10.47%,16.22%,12.35%,15.68%,14.46%,2.95%
Expenses,764,709,743,736,753,702,802,811,856,794,937,944,886
  └─ Material Cost %,79%,79%,77%,74%,75%,72%,77%,73%,75%,73%,74%,74%,72%
  └─ Employee Cost %,3%,4%,3%,4%,4%,4%,4%,4%,5%,5%,4%,5%,6%
Operating Profit,37,40,56,65,37,56,69,74,62,58,71,68,59
OPM %,5%,5%,7%,8%,5%,7%,8%,8%,7%,7%,7%,7%,6%
Other Income,9,6,6,6,8,6,7,5,13,8,18,3,19
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.72,0.00
  └─ Other income normal,9.11,6.14,5.58,5.85,7.57,5.50,7.12,5.36,13.09,7.64,18.03,8.93,18.86
Interest,12,17,21,22,16,19,23,26,25,20,20,21,21
Depreciation,18,15,15,15,15,16,18,16,17,16,19,18,18
Profit before tax,16,15,24,33,14,27,36,38,33,29,50,33,40
Tax %,-36%,-41%,-3%,-4%,27%,-2%,18%,4%,19%,5%,10%,9%,20%
Net Profit,22,21,25,34,10,27,29,36,26,28,46,30,32
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.19,0.00
  └─ Profit excl Excep,22.35,21.41,25.19,34.16,9.82,27.30,29.21,36.07,26.21,27.58,45.65,34.76,32.24
  └─ Profit for PE,22.35,21.41,25.19,34.16,9.82,27.30,29.21,36.07,26.21,27.58,45.65,34.76,32.24
  └─ Profit for EPS,22.35,21.41,25.19,34.16,9.82,27.30,29.21,36.07,26.21,27.58,45.65,29.57,32.24
  └─ YOY Profit Growth %,103.78%,108.88%,121.16%,268.90%,-56.06%,27.51%,15.96%,5.59%,166.90%,1.03%,56.28%,-3.63%,23.01%
EPS in Rs,1.90,1.82,2.15,2.91,0.82,2.29,2.45,3.02,2.20,2.31,3.65,2.36,2.58
Raw PDF,,,,,,,,,,,,,
