Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,105,82,57,99,97,78,95,156,140,136,130,137,122
  └─ YOY Sales Growth %,9.36%,-10.27%,-41.95%,80.40%,-7.44%,-5.24%,66.98%,58.10%,43.67%,74.40%,37.03%,-12.21%,-13.06%
Expenses,86,72,71,74,92,77,76,103,103,108,104,112,102
  └─ Material Cost %,41.95%,35.89%,54.82%,31.86%,38.86%,37.36%,31.37%,28.94%,37.79%,38.15%,35.75%,37.58%,34.32%
  └─ Employee Cost %,11.95%,17.82%,25.25%,14.77%,15.27%,20.20%,16.27%,10.85%,12.08%,14.93%,15.47%,15.12%,17.54%
Operating Profit,19,11,-14,25,5,1,19,53,37,28,27,25,20
OPM %,18%,13%,-24%,25%,6%,1%,20%,34%,26%,21%,20%,18%,16%
Other Income,-8,2,-6,3,5,3,3,2,4,9,5,1,14
  └─ Exceptional items,-9.07,0.00,-7.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.20,9.07
  └─ Other income normal,1.16,2.01,1.90,2.52,5.38,2.82,2.88,2.23,3.89,8.77,5.43,3.12,5.07
Interest,6,5,4,5,3,3,4,4,3,3,3,3,3
Depreciation,6,6,6,6,6,6,6,6,6,6,5,5,5
Profit before tax,-1,2,-29,16,1,-6,12,45,32,28,24,17,26
Tax %,373%,0%,0%,38%,885%,0%,6%,16%,-4%,23%,25%,31%,29%
Net Profit,-5,2,-29,10,-7,-6,11,38,33,22,18,12,19
  └─ Minority share,1,-0,1,-0,0,0,0,-1,1,0,0,1,1
  └─ Exceptional items AT,-5,0,-7,0,0,0,0,0,0,0,0,-2,6
  └─ Profit excl Excep,-0,2,-22,10,-7,-6,11,38,33,22,18,14,12
  └─ Profit for PE,-0,2,-21,10,-7,-6,11,37,34,22,18,14,13
  └─ Profit for EPS,-4,2,-29,10,-7,-6,11,37,34,22,18,13,19
  └─ YOY Profit Growth %,-104%,171%,-163%,154%,-2133%,-418%,154%,275%,596%,475%,59%,-62%,-63%
EPS in Rs,-1.40,0.62,-9.70,3.35,-2.36,-1.98,3.87,12.54,11.68,7.42,6.14,4.31,6.52
Raw PDF,,,,,,,,,,,,,
