Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,148,140,152,167,179,176,131,159,156,182,179,240,158
  └─ YOY Sales Growth %,-40.38%,-32.16%,-22.17%,-2.27%,21.19%,25.32%,-13.78%,-4.70%,-12.95%,3.64%,36.74%,50.72%,1.27%
Expenses,153,160,172,193,153,161,162,153,164,163,162,162,167
  └─ Employee Cost %,39.80%,46.93%,40.58%,37.50%,32.58%,31.34%,42.74%,33.52%,36.00%,36.21%,35.92%,26.59%,37.10%
Operating Profit,-5,-20,-20,-25,26,15,-31,6,-8,20,17,78,-9
OPM %,-3%,-14%,-13%,-15%,15%,8%,-24%,4%,-5%,11%,10%,33%,-6%
Other Income,-17,11,4,3,4,9,2,1,-5,1,1,1,9
  └─ Exceptional items,-30.99,6.80,0.95,0.00,-11.25,8.00,0.00,0.00,-11.04,0.00,0.00,0.00,-4.79
  └─ Other income normal,14.13,3.80,2.63,3.19,15.56,1.39,2.42,1.33,5.92,0.75,1.24,0.98,14.18
Interest,7,6,5,5,8,8,7,8,7,5,5,5,5
Depreciation,23,19,20,19,27,30,30,30,29,27,27,26,25
Profit before tax,-53,-34,-41,-46,-5,-14,-67,-30,-50,-11,-13,49,-30
Tax %,-13%,-26%,-26%,-23%,32%,-26%,-25%,-25%,-26%,-23%,17%,-8%,-11%
Net Profit,-46,-25,-31,-36,-7,-10,-50,-22,-37,-9,-16,53,-27
  └─ Exceptional items AT,-30.99,6.77,0.94,0.00,-9.69,7.68,0.00,0.00,-11.04,0.00,0.00,0.00,-4.78
  └─ Profit excl Excep,-14.80,-32.08,-31.64,-35.91,3.18,-18.06,-49.86,-22.42,-25.72,-8.81,-15.53,52.77,-21.75
  └─ Profit for PE,-14.80,-32.08,-31.64,-35.91,3.18,-18.06,-49.86,-22.42,-25.72,-8.81,-15.53,52.77,-21.75
  └─ Profit for EPS,-45.79,-25.31,-30.70,-35.91,-6.51,-10.38,-49.86,-22.42,-36.76,-8.81,-15.53,52.77,-26.53
  └─ YOY Profit Growth %,-357.84%,-491.70%,-161.92%,-87.42%,121.49%,43.70%,-57.59%,37.57%,-908.81%,51.22%,68.85%,335.37%,15.44%
EPS in Rs,-0.73,-0.40,-0.49,-0.57,-0.10,-0.17,-0.80,-0.36,-0.59,-0.14,-0.25,0.84,-0.42
Raw PDF,,,,,,,,,,,,,
