Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,10.63,7.54,9.58,8.39,19.59,18.04,18.40,13.42,19.78,27.16,28.35,26.87,30.27
  └─ YOY Sales Growth %,-33%,-48%,-32%,-12%,84%,139%,92%,60%,1%,51%,54%,100%,53%
Expenses,8.97,7.86,11.15,6.70,15.10,15.42,15.69,11.38,18.01,25.04,26.40,25.07,27.45
  └─ Material Cost %,50%,56%,54%,28%,52%,51%,48%,44%,64%,76%,76%,76%,76%
  └─ Employee Cost %,6%,12%,12%,13%,5%,6%,8%,10%,7%,5%,6%,7%,8%
Operating Profit,1.66,-0.32,-1.57,1.69,4.49,2.62,2.71,2.04,1.77,2.12,1.95,1.80,2.82
OPM %,15.62%,-4.24%,-16.39%,20.14%,22.92%,14.52%,14.73%,15.20%,8.95%,7.81%,6.88%,6.70%,9.32%
Other Income,0.28,0.24,0.07,0.07,0.36,0.29,0.31,0.03,0.53,0.14,0.01,0.04,0.04
  └─ Other income normal,0.28,0.24,0.07,0.07,0.36,0.29,0.31,0.03,0.53,0.14,0.01,0.04,0.04
Interest,0.50,0.72,0.49,0.66,0.66,0.74,0.60,0.73,1.02,0.74,1.05,0.96,1.22
Depreciation,0.43,0.46,0.40,0.43,0.65,0.56,0.53,0.55,0.39,0.48,0.50,0.52,0.52
Profit before tax,1.01,-1.26,-2.39,0.67,3.54,1.61,1.89,0.79,0.89,1.04,0.41,0.36,1.12
Tax %,-8.91%,-28.57%,-27.20%,31.34%,22.60%,28.57%,35.45%,16.46%,23.60%,31.73%,31.71%,33.33%,33.04%
Net Profit,1.10,-0.90,-1.75,0.45,2.74,1.14,1.22,0.66,0.68,0.72,0.28,0.23,0.75
  └─ Profit excl Excep,1.10,-0.90,-1.75,0.45,2.74,1.14,1.22,0.66,0.68,0.72,0.28,0.23,0.75
  └─ Profit for PE,1.10,-0.90,-1.75,0.45,2.74,1.14,1.22,0.66,0.68,0.72,0.28,0.23,0.75
  └─ Profit for EPS,1.10,-0.90,-1.75,0.45,2.74,1.14,1.22,0.66,0.68,0.72,0.28,0.23,0.75
  └─ YOY Profit Growth %,368.29%,-330.77%,-725.00%,127.27%,149.09%,226.67%,169.71%,46.67%,-75.18%,-36.84%,-77.05%,-65.15%,10.29%
EPS in Rs,0.67,-0.55,-1.06,0.27,1.65,0.66,0.71,0.38,0.39,0.38,0.15,0.12,0.39
Raw PDF,,,,,,,,,,,,,
